排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"272,464,707","75,689",29.65,30.00,28.85,29.10,-,1.05,29.10,29.15
2,2610,華航,"186,336,494","52,703",27.15,27.35,26.55,26.70,-,1.05,26.70,26.75
3,00632R,元大台灣50反1,"172,107,433","7,424",5.13,5.18,5.13,5.16,+,0.08,5.15,5.16
4,2303,聯電,"160,543,749","87,569",54.00,54.10,53.00,53.00,-,2.40,53.00,53.10
5,2603,長榮,"140,819,575","77,109",131.50,135.50,130.00,130.00,-,1.50,130.00,130.50
6,2834,臺企銀,"116,882,115","19,529",11.15,11.30,11.00,11.20,+,0.05,11.15,11.20
7,2409,友達,"97,913,487","27,024",21.10,21.10,20.80,20.95,-,0.65,20.90,20.95
8,3481,群創,"86,722,104","24,905",17.00,17.00,16.80,16.90,-,0.50,16.90,16.95
9,2344,華邦電,"81,846,166","32,051",32.60,32.60,31.00,32.10,-,1.00,32.10,32.15
10,2888,新光金,"80,410,022","13,352",11.35,11.35,11.20,11.30,-,0.20,11.30,11.35
11,2883,開發金,"78,230,977","21,840",19.10,19.25,19.00,19.20,-,0.10,19.15,19.20
12,2615,萬海,"75,513,614","44,382",176.00,185.00,174.00,180.00,+,8.00,179.50,180.00
13,2609,陽明,"71,168,031","36,415",111.50,115.50,110.50,110.50,-,1.50,110.50,111.00
14,2305,全友,"70,616,332","7,743",11.25,11.75,10.90,11.30,+,0.05,11.30,11.35
15,00878,國泰永續高股息,"68,596,266","25,902",19.53,19.56,19.35,19.48,-,0.14,19.47,19.48
16,00893,國泰智能電動車,"57,468,979","24,308",14.46,14.47,14.40,14.40,-,0.50,14.40,14.41
17,00715L,期街口布蘭特正2,"49,207,889","6,146",15.36,15.50,15.24,15.39,+,1.36,15.39,15.40
18,1709,和益,"46,553,124","19,531",25.35,27.10,25.05,26.30,+,1.20,26.30,26.35
19,00637L,元大滬深300正2,"45,827,536","8,361",19.96,20.11,19.63,19.78,-,0.50,19.78,19.79
20,3714,富采,"44,759,089","27,148",97.30,101.00,96.00,100.00,,0.00,99.90,100.00
