排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"330,249,196","132,245",70.10,70.60,67.60,68.20,-,1.70,68.20,68.30
2,2603,長榮,"303,512,828","120,202",122.00,129.00,121.50,128.00,+,10.00,127.50,128.00
3,2609,陽明,"213,772,501","93,210",117.00,123.50,116.00,120.50,+,7.50,120.50,121.00
4,3481,群創,"196,589,916","38,941",16.75,17.10,16.55,16.80,+,0.40,16.75,16.80
5,2409,友達,"178,970,209","33,884",17.40,17.85,17.30,17.60,+,0.65,17.55,17.60
6,2002,中鋼,"144,136,715","43,395",39.00,39.10,38.15,38.50,-,0.35,38.50,38.55
7,2887,台新金,"119,948,046","26,930",18.20,18.45,18.05,18.10,X,0.00,18.10,18.15
8,00632R,元大台灣50反1,"93,724,782","8,307",5.43,5.49,5.43,5.46,+,0.03,5.46,5.47
9,2363,矽統,"77,474,981","34,605",29.80,29.85,27.85,28.40,-,1.80,28.40,28.45
10,2615,萬海,"75,830,878","31,581",201.50,209.50,200.00,209.50,X,0.00,209.50,0.00
11,5608,四維航,"72,091,489","36,379",57.00,61.00,57.00,57.60,+,1.80,57.60,57.70
12,2834,臺企銀,"71,352,844","8,609",9.78,9.82,9.74,9.82,+,0.04,9.81,9.82
13,3189,景碩,"46,256,433","29,448",225.50,228.00,208.00,222.50,-,6.50,222.50,223.00
14,6116,彩晶,"44,453,977","12,002",15.60,15.85,15.35,15.75,+,0.45,15.70,15.75
15,2883,開發金,"41,133,298","7,308",13.80,13.90,13.65,13.85,+,0.05,13.80,13.85
16,3037,欣興,"40,552,113","21,953",155.00,156.00,143.00,148.50,-,6.00,148.50,149.00
17,00637L,元大滬深300正2,"39,222,794","5,917",21.14,21.36,20.76,21.35,+,0.26,21.34,21.35
18,3035,智原,"37,582,726","24,476",110.00,110.50,98.10,98.30,-,10.70,98.30,98.40
19,4919,新唐,"36,107,650","23,546",148.50,149.00,138.50,138.50,-,15.00,0.00,138.50
20,2358,廷鑫,"34,967,826","14,424",24.45,25.75,24.05,25.50,+,2.05,25.50,25.55
