排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"310,399,010","79,982",32.80,33.10,31.75,32.10,-,0.15,32.10,32.15
2,2888,新光金,"242,953,744","37,086",10.95,11.00,10.70,10.95,-,0.30,10.90,10.95
3,2603,長榮,"225,991,888","92,696",146.00,151.00,144.50,150.50,+,7.00,150.00,150.50
4,2610,華航,"198,271,641","46,407",28.30,28.60,27.65,28.05,+,0.15,28.05,28.10
5,2002,中鋼,"192,591,898","75,426",38.00,38.65,37.40,37.95,+,1.95,37.90,37.95
6,00632R,元大台灣50反1,"173,910,756","6,617",5.22,5.22,5.15,5.16,-,0.10,5.16,5.17
7,2303,聯電,"117,494,374","45,205",53.00,54.50,52.50,54.10,+,2.00,54.00,54.10
8,2027,大成鋼,"101,531,463","43,499",54.40,56.30,53.00,53.10,+,0.70,53.10,53.20
9,2609,陽明,"98,942,731","41,014",118.50,121.00,116.50,120.50,+,5.00,120.50,121.00
10,2883,開發金,"95,513,261","28,061",18.60,18.95,18.40,18.75,-,0.20,18.70,18.75
11,2891,中信金,"91,747,334","17,824",27.00,27.80,26.95,27.75,+,0.60,27.70,27.75
12,2409,友達,"76,067,427","16,513",20.75,21.10,20.60,20.95,+,0.40,20.90,20.95
13,3481,群創,"73,966,968","16,378",16.90,17.20,16.75,17.10,+,0.35,17.10,17.15
14,2330,台積電,"70,303,880","67,439",599.00,610.00,599.00,604.00,,0.00,604.00,605.00
15,3035,智原,"68,851,401","44,024",279.50,299.50,279.50,299.50,+,27.00,299.50,0.00
16,2834,臺企銀,"63,920,050","10,722",11.10,11.45,11.10,11.40,+,0.30,11.35,11.40
17,00893,國泰智能電動車,"62,065,242","14,852",14.21,14.34,14.21,14.32,+,0.59,14.32,14.33
18,8150,南茂,"58,834,556","22,420",52.40,52.70,51.10,51.20,-,0.80,51.20,51.30
19,2607,榮運,"54,475,931","24,163",37.60,38.45,35.65,36.95,-,0.60,36.90,36.95
20,3037,欣興,"53,817,420","38,856",257.50,260.50,246.50,246.50,-,7.50,246.50,247.00
