排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"501,406,261","120,490",25.80,26.50,24.65,26.40,+,0.85,26.35,26.40
2,2618,長榮航,"249,646,503","65,426",26.45,26.85,25.40,26.75,+,0.35,26.70,26.75
3,2498,宏達電,"234,358,655","123,104",94.70,97.30,87.10,90.90,,0.00,90.90,91.00
4,2883,開發金,"152,287,889","32,367",15.55,15.85,15.50,15.60,+,0.30,15.55,15.60
5,2388,威盛,"128,959,686","66,594",99.00,103.50,94.50,94.50,-,4.50,94.50,94.60
6,2603,長榮,"105,036,427","41,237",114.50,115.50,110.50,112.00,+,0.50,112.00,112.50
7,2888,新光金,"98,126,023","16,758",10.10,10.15,10.00,10.10,+,0.10,10.05,10.10
8,00632R,元大台灣50反1,"85,467,764","4,700",5.34,5.35,5.31,5.33,-,0.04,5.33,5.34
9,2436,偉詮電,"84,723,574","44,972",105.00,109.00,103.50,108.00,+,5.50,108.00,108.50
10,2303,聯電,"74,723,917","28,781",63.60,63.70,62.80,63.40,+,0.80,63.30,63.40
11,2344,華邦電,"70,739,448","29,979",30.20,30.50,29.90,30.15,+,0.80,30.15,30.20
12,2609,陽明,"67,359,554","28,570",109.50,110.00,105.00,105.00,-,1.50,105.00,105.50
13,2409,友達,"63,735,303","13,146",20.40,20.40,20.10,20.30,,0.00,20.25,20.30
14,2338,光罩,"63,583,220","33,223",98.70,104.00,95.50,104.00,+,9.10,104.00,0.00
15,3481,群創,"62,443,191","13,247",17.30,17.35,17.00,17.20,,0.00,17.20,17.25
16,2371,大同,"61,793,872","18,512",32.40,32.40,31.20,31.65,-,0.75,31.60,31.65
17,2401,凌陽,"56,571,176","30,152",41.95,43.20,41.00,41.05,+,0.05,41.05,41.10
18,6443,元晶,"56,507,469","25,556",34.85,37.70,34.65,36.75,+,1.70,36.75,36.80
19,2340,光磊,"54,175,415","28,085",43.00,46.00,42.85,45.00,+,2.50,45.00,45.05
20,3037,欣興,"53,708,476","34,064",205.00,206.50,195.00,196.00,-,6.00,196.00,196.50
