排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"187,677,341","8,930",5.70,5.73,5.68,5.69,-,0.11,5.69,5.70
2,2409,友達,"114,016,790","24,093",14.65,15.50,14.60,15.30,+,0.95,15.25,15.30
3,3481,群創,"108,243,589","19,652",11.00,11.50,10.95,11.30,+,0.45,11.25,11.30
4,2603,長榮,"94,797,659","34,455",105.00,106.50,102.50,103.00,,0.00,102.50,103.00
5,2303,聯電,"84,715,688","28,612",41.65,41.85,41.40,41.70,+,1.40,41.65,41.70
6,2498,宏達電,"76,828,985","34,196",63.00,64.50,62.90,63.80,+,1.80,63.70,63.80
7,00637L,元大滬深300正2,"72,359,776","8,898",16.60,16.99,16.47,16.99,+,0.65,16.98,16.99
8,3047,訊舟,"68,256,346","22,129",16.70,17.00,16.20,16.60,+,0.40,16.55,16.60
9,2834,臺企銀,"66,687,359","13,666",12.70,13.00,12.65,12.95,+,0.40,12.90,12.95
10,1524,耿鼎,"66,122,585","24,843",26.75,27.00,25.35,25.45,-,0.75,25.45,25.50
11,2883,開發金,"64,861,136","14,407",13.75,14.10,13.70,13.90,+,0.35,13.85,13.90
12,2317,鴻海,"62,481,183","28,607",111.50,113.00,110.50,113.00,+,3.00,112.50,113.00
13,058461,臺股指元大1B購10,"61,277,000",343,0.02,0.04,0.02,0.03,+,0.01,0.02,0.03
14,2888,新光金,"61,047,682","10,590",8.88,8.99,8.85,8.99,+,0.19,8.98,8.99
15,6770,力積電,"60,069,832","10,823",33.90,34.10,33.70,33.85,+,0.60,33.85,33.90
16,2367,燿華,"52,119,561","16,548",19.70,19.80,18.55,19.05,+,0.15,19.05,19.10
17,2618,長榮航,"49,371,818","14,946",32.50,32.50,31.90,31.95,+,0.30,31.95,32.00
18,00878,國泰永續高股息,"43,129,190","14,018",17.28,17.33,17.25,17.29,+,0.19,17.29,17.30
19,2886,兆豐金,"41,978,009","15,462",35.90,36.05,35.40,35.80,X,0.00,35.80,35.85
20,2887,台新金,"41,823,789","10,133",16.80,17.05,16.65,16.90,+,0.45,16.90,16.95
