排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"256,190,582","16,122",5.52,5.53,5.47,5.48,-,0.11,5.48,5.49
2,1605,華新,"237,527,540","95,859",46.50,48.50,46.25,47.20,+,1.95,47.20,47.25
3,2618,長榮航,"164,491,602","51,520",33.90,34.70,33.60,34.20,+,1.30,34.20,34.25
4,2610,華航,"107,044,127","31,228",26.80,27.15,26.60,26.80,+,0.70,26.75,26.80
5,2888,新光金,"96,124,908","18,689",9.09,9.30,9.07,9.26,+,0.31,9.26,9.27
6,2891,中信金,"88,093,550","19,230",26.85,27.10,26.40,27.10,+,0.50,27.05,27.10
7,2883,開發金,"83,441,041","20,442",15.75,16.20,15.70,16.15,+,0.65,16.15,16.20
8,6235,華孚,"78,963,748","38,133",41.55,44.65,40.80,44.65,+,4.05,44.65,0.00
9,00637L,元大滬深300正2,"70,901,713","7,446",15.71,15.92,15.65,15.71,+,0.17,15.70,15.71
10,2603,長榮,"59,398,115","25,599",145.50,146.00,144.00,144.00,-,0.50,144.00,144.50
11,2303,聯電,"56,562,951","21,393",51.00,51.40,50.50,51.00,+,0.80,50.90,51.00
12,2609,陽明,"50,603,127","23,493",128.50,128.50,126.50,127.00,-,1.00,126.50,127.00
13,00673R,期元大S&P原油反1,"45,649,977","5,305",7.33,7.36,7.30,7.32,-,0.08,7.32,7.33
14,2317,鴻海,"44,021,707","18,566",110.50,111.00,109.00,110.50,+,0.50,110.00,110.50
15,1560,中砂,"43,714,199","24,338",154.50,161.00,152.50,156.50,+,4.00,156.00,156.50
16,3481,群創,"40,782,721","10,134",14.15,14.20,14.00,14.15,+,0.20,14.10,14.15
17,3037,欣興,"37,682,547","25,777",206.00,216.00,205.50,213.00,+,11.50,212.50,213.00
18,2409,友達,"37,535,199","9,049",17.50,17.55,17.30,17.40,+,0.05,17.35,17.40
19,1539,巨庭,"36,751,710","18,056",32.80,34.75,32.25,32.50,-,0.30,32.45,32.50
20,2330,台積電,"36,480,411","42,797",538.00,547.00,537.00,547.00,+,17.00,546.00,547.00
