排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"234,973,302","56,462",26.10,27.20,26.05,27.20,+,1.30,27.15,27.20
2,2409,友達,"173,919,936","44,147",21.60,22.95,21.55,22.90,+,1.35,22.85,22.90
3,2618,長榮航,"141,704,409","42,098",26.50,27.50,26.30,27.25,+,1.05,27.25,27.30
4,3481,群創,"129,536,878","30,438",18.50,19.20,18.50,19.15,+,0.65,19.10,19.15
5,2603,長榮,"118,946,141","46,970",134.00,138.50,133.50,138.00,+,5.00,137.50,138.00
6,2406,國碩,"101,579,955","41,691",33.50,37.20,33.25,36.30,+,2.15,36.25,36.30
7,2303,聯電,"93,432,341","34,084",62.50,63.40,62.50,62.70,+,0.30,62.70,62.80
8,2457,飛宏,"87,707,780","44,264",40.85,44.60,40.35,43.80,+,3.00,43.75,43.80
9,2312,金寶,"82,814,644","24,594",15.70,15.80,15.15,15.20,-,0.80,15.20,15.25
10,00632R,元大台灣50反1,"71,377,031","2,042",5.33,5.35,5.31,5.33,-,0.01,5.32,5.33
11,2340,光磊,"68,186,803","37,673",58.80,62.20,57.80,60.20,+,1.40,60.20,60.30
12,2609,陽明,"63,596,255","28,275",120.50,123.00,119.00,122.50,+,2.50,122.50,123.00
13,2615,萬海,"63,384,305","44,489",192.00,200.00,190.00,199.00,+,9.50,198.50,199.00
14,2498,宏達電,"56,896,925","27,904",76.00,80.10,75.30,80.10,+,4.40,80.00,80.10
15,3704,合勤控,"51,925,592","24,345",35.85,38.15,35.55,37.15,+,1.60,37.10,37.15
16,2371,大同,"50,739,025","18,680",31.95,32.35,31.15,31.40,-,0.50,31.40,31.45
17,00715L,期街口布蘭特正2,"50,278,201","7,781",9.09,9.09,8.93,8.99,-,0.28,8.98,8.99
18,6282,康舒,"50,050,194","25,464",36.50,37.55,35.00,35.00,-,0.60,35.00,35.05
19,6120,達運,"47,798,656","14,196",14.40,15.45,14.15,14.60,+,0.50,14.55,14.60
20,6443,元晶,"45,811,102","21,250",41.00,42.00,40.70,40.85,+,0.65,40.85,40.90
