排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"692,573,531","155,526",24.80,25.05,24.10,24.10,-,0.25,24.10,24.15
2,2409,友達,"666,680,370","151,625",26.30,26.80,25.70,25.70,-,0.15,25.70,25.75
3,2603,長榮,"542,547,770","196,823",101.50,108.00,98.20,108.00,+,9.40,108.00,0.00
4,6116,彩晶,"508,706,420","132,374",24.00,25.20,23.60,24.05,+,0.65,24.05,24.10
5,2609,陽明,"406,062,794","154,437",105.50,112.50,101.00,112.50,+,10.00,112.50,0.00
6,2014,中鴻,"247,725,609","103,427",53.40,55.00,50.90,53.30,+,0.90,53.30,53.40
7,2610,華航,"227,836,692","50,963",17.85,18.85,17.40,18.80,+,1.25,18.75,18.80
8,2002,中鋼,"191,210,116","60,613",37.40,37.70,36.20,37.35,+,0.40,37.35,37.40
9,00677U,期富邦VIX,"186,981,529","3,346",1.47,1.48,1.47,1.47,,0.00,1.47,1.48
10,2344,華邦電,"180,022,367","62,594",35.00,36.40,34.40,34.50,+,0.35,34.50,34.55
11,2303,聯電,"153,776,392","54,862",53.20,54.00,52.20,52.20,-,0.80,52.20,52.30
12,1314,中石化,"126,863,768","22,097",13.40,13.70,13.30,13.50,+,0.45,13.45,13.50
13,00632R,元大台灣50反1,"116,293,545","7,009",5.77,5.79,5.74,5.74,-,0.04,5.74,5.75
14,2027,大成鋼,"99,075,129","40,670",46.80,48.10,44.70,47.90,+,1.90,47.90,47.95
15,2618,長榮航,"93,312,331","24,544",17.30,18.00,16.95,18.00,+,1.00,17.95,18.00
16,2038,海光,"91,848,483","38,276",39.00,41.55,37.30,41.55,+,3.75,41.55,0.00
17,2023,燁輝,"74,686,731","26,556",23.90,24.70,23.00,23.85,+,0.40,23.80,23.85
18,2009,第一銅,"72,995,647","37,303",71.70,73.70,67.80,69.80,+,0.80,69.80,69.90
19,2337,旺宏,"69,310,196","28,285",43.15,44.80,42.85,43.00,+,0.80,43.00,43.05
20,3545,敦泰,"65,178,185","34,648",225.00,232.50,223.00,232.50,+,21.00,232.50,0.00
