排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"766,646,322","192,369",31.00,31.95,30.55,31.70,+,0.70,31.65,31.70
2,2618,長榮航,"706,174,837","197,018",34.60,35.55,33.90,35.00,+,0.20,34.95,35.00
3,2888,新光金,"357,346,865","124,779",11.50,12.00,11.45,11.90,+,0.35,11.90,11.95
4,2603,長榮,"200,009,496","87,110",133.00,142.00,132.00,141.50,+,8.00,141.00,141.50
5,2344,華邦電,"160,106,360","60,180",35.00,36.40,34.75,35.95,+,0.95,35.90,35.95
6,2609,陽明,"103,926,646","46,970",112.00,118.00,111.00,116.50,+,4.50,116.50,117.00
7,00632R,元大台灣50反1,"89,958,697","4,549",5.12,5.13,5.07,5.08,,0.00,5.08,5.09
8,2303,聯電,"82,216,592","41,252",53.80,54.00,53.50,53.70,-,0.70,53.70,53.80
9,2615,萬海,"72,684,816","39,141",181.50,199.00,180.50,194.50,+,11.50,194.50,195.00
10,00878,國泰永續高股息,"68,560,252","17,163",19.56,19.72,19.51,19.70,+,0.08,19.70,19.71
11,2883,開發金,"67,281,832","13,505",19.25,19.60,19.20,19.50,+,0.15,19.45,19.50
12,2834,臺企銀,"59,857,663","12,169",11.40,11.65,11.35,11.60,+,0.10,11.60,11.65
13,3037,欣興,"58,539,601","42,420",233.00,247.50,231.50,242.00,+,7.50,241.50,242.00
14,3481,群創,"54,631,782","31,905",16.75,16.90,16.65,16.80,-,0.10,16.80,16.85
15,2409,友達,"52,033,951","13,959",20.35,20.55,20.25,20.40,-,0.20,20.40,20.45
16,2337,旺宏,"48,977,030","22,509",44.35,45.15,44.15,45.10,+,0.45,45.05,45.10
17,3714,富采,"45,138,678","27,140",91.00,91.00,88.50,90.30,-,1.70,90.20,90.30
18,2313,華通,"42,456,202","20,015",47.85,49.05,47.55,48.65,+,0.75,48.65,48.70
19,3006,晶豪科,"39,653,014","25,603",152.00,164.00,151.00,162.50,+,11.00,162.00,162.50
20,5608,四維航,"38,476,566","20,434",40.10,44.30,39.90,44.30,+,4.00,44.30,0.00
