排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"268,089,560","11,946",6.57,6.64,6.56,6.56,+,0.09,6.56,6.57
2,3481,群創,"183,904,587","42,903",12.40,13.20,12.35,12.95,+,0.70,12.95,13.00
3,0056,元大高股息,"145,478,621","68,774",25.73,25.79,25.33,25.77,-,0.14,25.76,25.77
4,2610,華航,"135,242,665","34,663",16.70,17.25,15.80,17.15,+,0.25,17.10,17.15
5,2618,長榮航,"122,205,245","34,711",23.95,24.50,22.80,24.25,-,0.10,24.25,24.30
6,2409,友達,"109,492,393","33,575",17.40,18.30,17.35,18.00,+,0.85,18.00,18.05
7,2609,陽明,"104,927,842","47,765",61.60,61.60,56.60,60.00,-,2.80,60.00,60.10
8,00673R,期元大S&P原油反1,"95,139,424","4,633",8.57,8.58,8.47,8.47,+,0.14,8.47,8.48
9,00878,國泰永續高股息,"87,442,813","44,541",15.61,15.63,15.47,15.58,-,0.12,15.58,15.59
10,2303,聯電,"82,083,128","28,184",37.80,38.10,37.05,37.75,-,0.95,37.75,37.80
11,2603,長榮,"79,770,023","42,154",149.00,149.00,137.50,140.00,-,12.50,140.00,140.50
12,2883,開發金,"58,845,760","19,107",11.50,11.50,11.00,11.30,-,0.35,11.30,11.35
13,2834,臺企銀,"57,209,948","13,021",12.10,12.15,11.70,11.90,-,0.40,11.90,11.95
14,3037,欣興,"54,968,650","24,475",117.00,120.00,112.50,119.50,+,1.50,119.00,119.50
15,3046,建碁,"54,487,109","30,955",61.50,63.70,60.40,61.60,-,0.10,61.50,61.60
16,00637L,元大滬深300正2,"52,722,324","5,656",15.38,15.58,15.17,15.40,-,0.28,15.39,15.40
17,2330,台積電,"45,038,159","66,589",400.00,403.50,396.00,397.00,-,15.00,397.00,397.50
18,2888,新光金,"43,326,605","10,150",7.93,7.93,7.81,7.88,-,0.12,7.87,7.88
19,1101,台泥,"43,016,144","20,592",32.30,32.30,31.40,31.70,-,0.70,31.65,31.70
20,3035,智原,"39,053,035","21,168",127.00,132.50,125.00,131.50,+,1.50,131.50,132.00
