排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"568,452,530","202,709",127.00,136.00,125.50,136.00,+,12.00,136.00,0.00
2,2609,陽明,"445,650,897","160,016",118.50,127.50,117.00,127.50,+,11.50,127.50,0.00
3,3481,群創,"426,251,820","112,264",20.85,21.20,20.50,20.55,-,0.80,20.55,20.60
4,2409,友達,"257,052,688","68,407",22.80,22.95,22.20,22.20,-,0.85,22.20,22.25
5,2303,聯電,"186,367,942","67,721",53.00,53.90,52.80,53.70,+,1.90,53.60,53.70
6,2390,云辰,"179,346,058","72,269",30.90,34.05,29.15,29.70,-,2.65,29.65,29.70
7,5608,四維航,"174,259,577","70,318",40.10,43.70,40.05,43.70,+,3.95,43.70,0.00
8,2002,中鋼,"171,242,414","54,681",36.15,36.30,35.35,35.85,-,0.30,35.85,35.90
9,00632R,元大台灣50反1,"124,884,998","7,730",5.67,5.69,5.65,5.65,-,0.05,5.64,5.65
10,6116,彩晶,"121,376,729","33,969",22.50,22.65,21.90,21.90,-,0.85,21.90,21.95
11,2618,長榮航,"109,705,131","29,924",20.05,20.75,19.85,20.10,-,0.10,20.05,20.10
12,2610,華航,"96,716,425","24,343",18.50,19.20,18.50,18.75,+,0.15,18.70,18.75
13,2344,華邦電,"87,281,691","29,525",34.85,35.20,34.45,35.00,+,0.80,35.00,35.05
14,2208,台船,"83,641,483","24,539",24.25,26.15,24.05,26.15,+,2.35,26.15,0.00
15,00637L,元大滬深300正2,"80,820,478","16,096",28.10,28.18,26.98,27.30,-,0.84,27.30,27.32
16,2614,東森,"74,621,040","21,249",24.20,25.95,24.00,25.95,+,2.35,25.95,0.00
17,2637,慧洋-KY,"69,408,908","37,568",72.50,75.40,72.20,74.30,+,3.80,74.30,74.40
18,2601,益航,"63,179,272","20,256",14.00,14.70,13.95,14.70,+,1.00,14.65,14.70
19,1905,華紙,"53,304,237","20,494",27.85,28.65,26.90,28.20,+,0.75,28.15,28.20
20,2617,台航,"52,128,389","26,598",43.85,47.20,43.75,46.50,+,2.75,46.45,46.50
