排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2834,臺企銀,"616,356,917","15,440",9.75,9.76,9.66,9.69,-,0.06,9.69,9.70
2,3481,群創,"204,690,678","42,497",17.35,17.35,16.85,17.25,-,0.10,17.20,17.25
3,2303,聯電,"180,847,429","64,334",62.40,63.10,61.50,63.10,+,0.30,63.00,63.10
4,2409,友達,"166,642,526","30,929",18.00,18.00,17.40,17.60,-,0.40,17.60,17.65
5,2002,中鋼,"159,163,328","48,076",37.50,38.20,37.20,38.15,X,0.00,38.10,38.15
6,2603,長榮,"135,061,821","61,850",141.00,142.00,135.50,136.00,-,4.00,136.00,136.50
7,2609,陽明,"121,512,169","55,384",136.50,138.00,130.50,133.50,-,2.50,133.00,133.50
8,2888,新光金,"115,601,849","15,523",9.55,9.56,9.36,9.50,-,0.05,9.49,9.50
9,00632R,元大台灣50反1,"110,759,682","5,739",5.50,5.55,5.46,5.46,-,0.02,5.46,5.47
10,2884,玉山金,"104,915,589","26,982",26.00,26.60,25.90,26.60,X,0.00,26.55,26.60
11,2887,台新金,"100,055,468","23,798",19.55,19.55,19.10,19.35,-,0.25,19.30,19.35
12,00637L,元大滬深300正2,"87,709,658","15,085",19.52,19.92,18.84,19.12,-,0.53,19.12,19.13
13,2007,燁興,"84,139,372","34,860",28.90,31.15,28.50,31.00,+,2.20,30.95,31.00
14,2883,開發金,"77,861,699","12,474",14.20,14.25,13.90,14.20,,0.00,14.15,14.20
15,5608,四維航,"73,597,428","36,377",67.70,69.40,66.60,67.70,+,0.70,67.60,67.70
16,2615,萬海,"70,801,662","41,150",251.00,254.00,241.00,248.00,-,1.00,247.50,248.00
17,2371,大同,"67,650,712","20,621",30.25,30.95,29.80,30.55,+,0.25,30.50,30.55
18,2330,台積電,"58,916,407","46,791",604.00,614.00,598.00,614.00,+,9.00,613.00,614.00
19,2023,燁輝,"54,972,791","21,219",32.40,33.45,32.10,32.70,+,0.35,32.70,32.80
20,2891,中信金,"50,096,734","7,981",22.95,23.00,22.75,23.00,+,0.10,22.95,23.00
