排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2344,華邦電,"278,683,533","93,200",35.00,36.30,34.45,34.60,+,0.15,34.60,34.65
2,3481,群創,"227,424,884","53,363",21.60,21.70,21.00,21.00,-,0.45,21.00,21.05
3,2615,萬海,"194,547,230","105,436",265.00,273.00,255.00,273.00,+,24.50,273.00,0.00
4,2637,慧洋-KY,"191,156,077","86,296",100.00,105.00,98.50,102.00,+,3.90,102.00,102.50
5,00632R,元大台灣50反1,"181,432,752","8,967",5.59,5.61,5.56,5.61,-,0.01,5.60,5.61
6,2618,長榮航,"162,384,839","43,753",21.15,22.20,20.75,21.55,+,0.60,21.55,21.60
7,2027,大成鋼,"151,654,876","59,129",49.20,49.60,47.50,47.95,+,1.45,47.95,48.00
8,2606,裕民,"150,065,454","72,238",79.70,81.90,78.50,79.00,+,1.30,79.00,79.10
9,2409,友達,"148,012,312","40,565",23.80,23.95,23.05,23.05,-,0.60,23.05,23.10
10,2610,華航,"147,358,654","39,635",19.90,20.45,19.60,20.05,+,0.30,20.00,20.05
11,2014,中鴻,"143,511,343","58,885",53.00,53.60,50.50,50.70,+,0.10,50.70,50.80
12,2603,長榮,"135,737,480","75,666",157.00,160.00,151.00,160.00,+,8.00,159.50,160.00
13,2303,聯電,"123,053,840","40,445",53.80,54.20,52.90,52.90,-,0.10,52.90,53.00
14,6116,彩晶,"121,125,654","30,251",22.75,23.15,22.35,22.45,-,0.05,22.45,22.50
15,2607,榮運,"111,935,307","42,723",37.25,37.95,35.30,37.95,+,3.45,37.95,0.00
16,2023,燁輝,"103,648,849","33,870",25.80,26.00,24.80,25.00,+,0.30,25.00,25.05
17,2002,中鋼,"102,827,719","34,892",36.80,36.85,35.70,35.75,-,0.05,35.75,35.80
18,3006,晶豪科,"84,494,769","48,888",137.50,149.50,136.50,146.50,+,10.50,146.00,146.50
19,2609,陽明,"77,872,902","50,201",153.00,153.00,146.00,151.00,+,2.00,151.00,151.50
20,2337,旺宏,"77,445,262","34,174",45.90,46.50,44.90,44.95,-,0.45,44.90,44.95
