排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"330,334,696","140,029",138.00,145.50,137.00,144.00,+,11.50,143.50,144.00
2,2609,陽明,"277,174,770","128,920",134.50,143.00,134.50,139.50,+,9.00,139.50,140.00
3,00632R,元大台灣50反1,"232,332,042","10,655",5.78,5.79,5.69,5.70,-,0.17,5.70,5.71
4,3481,群創,"227,242,103","45,813",18.05,18.45,17.95,18.35,+,0.10,18.30,18.35
5,2303,聯電,"163,631,951","63,137",57.40,58.80,57.00,58.60,+,2.90,58.50,58.60
6,2409,友達,"148,333,787","30,534",18.80,19.20,18.80,19.05,,0.00,19.05,19.10
7,2615,萬海,"130,231,119","60,073",233.50,248.00,232.00,248.00,+,22.50,248.00,0.00
8,2618,長榮航,"90,972,426","21,103",18.45,19.30,18.40,19.10,+,1.05,19.05,19.10
9,2371,大同,"87,805,546","25,583",28.10,28.75,27.10,27.85,-,0.15,27.85,27.90
10,4919,新唐,"69,784,887","39,619",151.00,153.00,148.00,149.00,+,5.00,149.00,149.50
11,2610,華航,"64,085,238","17,221",16.90,17.40,16.90,17.30,+,0.75,17.25,17.30
12,2883,開發金,"62,372,899","10,432",13.25,13.40,13.15,13.35,+,0.20,13.30,13.35
13,00715L,期街口布蘭特正2,"51,326,670","5,108",7.07,7.24,7.04,7.19,-,0.04,7.19,7.20
14,4739,康普,"49,562,061","31,230",122.00,127.00,119.50,125.50,+,6.50,125.00,125.50
15,2002,中鋼,"48,748,343","16,654",35.55,36.20,35.55,35.65,+,0.55,35.60,35.65
16,00637L,元大滬深300正2,"47,729,681","7,281",19.86,20.36,19.73,20.13,+,0.68,20.11,20.13
17,2368,金像電,"42,300,121","22,349",69.40,69.50,66.90,68.40,+,0.10,68.30,68.40
18,2614,東森,"42,016,499","17,262",33.95,36.50,33.80,34.70,+,1.40,34.65,34.70
19,2891,中信金,"40,570,386","5,363",21.40,21.65,21.35,21.45,+,0.30,21.40,21.45
20,2617,台航,"39,128,659","17,084",50.80,52.90,50.00,52.90,+,4.80,52.90,0.00
