排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"290,025,746","90,728",37.05,37.20,36.10,36.30,-,1.05,36.30,36.35
2,1605,華新,"209,146,315","77,028",36.80,39.20,36.50,38.75,+,1.55,38.70,38.75
3,2610,華航,"199,312,557","54,357",28.70,29.05,28.35,28.50,-,0.35,28.45,28.50
4,00632R,元大台灣50反1,"191,918,485","7,741",5.37,5.41,5.36,5.40,+,0.09,5.39,5.40
5,1708,東鹼,"116,595,962","56,204",68.50,69.80,64.20,65.20,-,2.60,65.20,65.30
6,2303,聯電,"89,412,104","51,220",47.40,47.45,47.00,47.05,-,1.20,47.05,47.10
7,2027,大成鋼,"88,911,080","39,495",55.00,56.20,54.60,55.00,+,1.00,54.90,55.00
8,2834,臺企銀,"84,057,810","17,736",12.90,13.30,12.80,13.10,+,0.05,13.05,13.10
9,6443,元晶,"80,649,362","37,838",44.20,46.15,44.20,45.05,+,0.85,45.05,45.10
10,2603,長榮,"77,659,356","35,808",137.00,142.00,137.00,141.50,+,3.50,141.00,141.50
11,2888,新光金,"77,236,019","10,595",10.55,10.65,10.50,10.55,-,0.10,10.50,10.55
12,1609,大亞,"61,306,151","27,204",29.90,31.50,29.60,30.35,+,0.20,30.35,30.40
13,2883,開發金,"60,307,253","20,762",19.05,19.25,18.80,19.00,-,0.20,18.95,19.00
14,1513,中興電,"59,826,558","25,164",54.90,57.00,54.20,55.60,+,0.10,55.50,55.60
15,00637L,元大滬深300正2,"59,191,805","6,295",17.22,17.41,17.00,17.35,+,0.04,17.34,17.35
16,6235,華孚,"53,846,347","25,159",41.85,43.95,40.50,41.75,-,0.40,41.75,41.80
17,00881,國泰台灣5G+,"53,354,267","28,862",15.85,15.85,15.68,15.68,-,0.35,15.67,15.68
18,1760,寶齡富錦,"53,259,066","29,249",126.00,136.00,126.00,136.00,+,12.00,136.00,0.00
19,2344,華邦電,"46,697,536","18,755",27.10,27.55,26.85,27.00,-,0.30,27.00,27.05
20,00891,中信關鍵半導體,"42,491,546","19,899",13.71,13.71,13.49,13.50,-,0.41,13.50,13.51
