排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"464,341,648","122,912",31.90,33.25,31.65,32.95,+,0.55,32.90,32.95
2,2610,華航,"443,782,517","118,807",28.15,29.40,28.00,28.45,-,0.55,28.45,28.50
3,2603,長榮,"298,269,214","127,517",145.50,147.00,135.50,142.50,-,4.50,142.00,142.50
4,00632R,元大台灣50反1,"227,197,616","9,968",5.13,5.20,5.12,5.17,+,0.09,5.16,5.17
5,2888,新光金,"196,684,215","32,346",11.65,11.65,11.30,11.45,-,0.30,11.45,11.50
6,00878,國泰永續高股息,"122,747,853","63,003",19.42,19.46,19.36,19.36,X,0.00,19.36,19.37
7,2883,開發金,"116,217,254","33,876",19.55,19.55,19.10,19.40,-,0.20,19.35,19.40
8,2303,聯電,"112,741,123","56,585",53.20,53.40,52.30,52.80,-,1.00,52.70,52.80
9,2609,陽明,"105,006,811","50,437",117.50,118.00,110.00,113.50,-,6.00,113.50,114.00
10,3481,群創,"101,109,286","80,737",17.05,17.10,16.65,16.90,-,0.35,16.85,16.90
11,2607,榮運,"89,400,084","31,316",36.35,36.65,34.05,34.40,-,2.25,34.40,34.45
12,2027,大成鋼,"88,499,167","41,613",53.60,53.80,51.50,51.50,-,1.50,51.50,51.60
13,2409,友達,"80,864,341","22,461",20.80,20.80,20.35,20.60,-,0.50,20.60,20.65
14,2834,臺企銀,"78,482,521","20,382",11.50,11.50,11.20,11.25,-,0.30,11.25,11.30
15,2030,彰源,"72,349,078","30,393",31.95,32.90,30.50,31.70,+,0.30,31.65,31.70
16,2344,華邦電,"69,695,021","28,523",34.20,34.25,33.15,34.15,-,0.60,34.10,34.15
17,00637L,元大滬深300正2,"65,887,081","12,833",19.85,19.85,19.13,19.29,-,0.70,19.29,19.30
18,2615,萬海,"61,369,213","46,320",192.00,193.00,178.00,181.50,-,13.50,181.50,182.00
19,2002,中鋼,"58,606,996","26,136",36.50,36.50,35.60,36.15,-,0.30,36.10,36.15
20,2891,中信金,"57,608,324","24,579",28.10,28.15,27.50,27.85,-,0.50,27.80,27.85
