排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1605,華新,"292,797,223","111,361",43.95,46.90,43.85,45.25,+,2.55,45.20,45.25
2,00632R,元大台灣50反1,"182,574,433","11,314",5.64,5.64,5.59,5.59,-,0.12,5.59,5.60
3,2618,長榮航,"114,235,005","35,853",33.70,33.90,32.90,32.90,+,0.05,32.85,32.90
4,2891,中信金,"86,096,091","18,908",25.80,26.65,25.65,26.60,+,1.30,26.60,26.65
5,00637L,元大滬深300正2,"84,723,149","9,309",15.53,15.91,15.50,15.54,+,0.19,15.53,15.54
6,2888,新光金,"64,193,508","14,080",8.84,8.98,8.83,8.95,+,0.17,8.94,8.95
7,00673R,期元大S&P原油反1,"59,037,446","6,194",7.41,7.42,7.37,7.40,-,0.12,7.39,7.40
8,2603,長榮,"57,965,859","20,113",144.50,145.50,142.50,144.50,+,2.50,144.00,144.50
9,2610,華航,"57,908,273","17,452",26.40,26.50,26.05,26.10,+,0.20,26.05,26.10
10,2409,友達,"54,816,561","11,553",17.15,17.45,17.10,17.35,+,0.40,17.30,17.35
11,2317,鴻海,"52,655,635","21,201",110.00,111.00,109.50,110.00,+,1.00,110.00,110.50
12,2883,開發金,"52,615,792","13,161",15.30,15.60,15.25,15.50,+,0.35,15.50,15.55
13,6235,華孚,"49,730,783","23,990",38.80,41.80,38.60,40.60,+,2.50,40.60,40.65
14,3481,群創,"49,724,285","13,057",14.05,14.20,13.90,13.95,+,0.05,13.90,13.95
15,00893,國泰智能電動車,"46,578,960","8,479",12.91,13.00,12.89,12.98,+,0.60,12.98,12.99
16,2303,聯電,"44,363,749","19,256",50.00,50.20,49.90,50.20,+,0.80,50.10,50.20
17,2609,陽明,"44,104,799","20,522",127.50,128.00,126.00,128.00,+,2.50,127.50,128.00
18,1539,巨庭,"43,505,705","19,958",32.00,32.80,29.65,32.80,+,2.95,32.80,0.00
19,1560,中砂,"40,591,718","24,639",142.50,152.50,141.50,152.50,+,13.50,152.50,0.00
20,2637,慧洋-KY,"36,605,974","24,471",100.50,101.00,97.00,97.50,-,3.00,97.50,97.60
