排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2883,開發金,"223,338,306","26,122",16.50,17.00,16.50,16.85,+,0.35,16.80,16.85
2,2002,中鋼,"187,761,229","53,959",34.50,35.70,34.40,35.45,+,1.10,35.45,35.50
3,2409,友達,"183,607,001","38,315",22.85,23.45,22.75,23.10,-,0.05,23.10,23.15
4,3481,群創,"176,308,650","33,997",18.90,19.55,18.85,19.30,+,0.15,19.30,19.35
5,2610,華航,"159,970,195","38,376",26.55,27.20,26.15,26.20,-,0.50,26.20,26.25
6,1440,南紡,"154,133,861","45,711",25.50,27.25,25.25,26.40,+,1.60,26.35,26.40
7,2823,中壽,"124,145,625","16,648",30.50,31.00,30.45,30.55,+,0.05,30.55,30.70
8,2603,長榮,"109,031,293","46,224",140.50,144.00,140.00,140.50,-,0.50,140.50,141.00
9,3049,和鑫,"107,608,213","30,723",15.50,16.70,15.50,15.65,+,0.35,15.60,15.65
10,3035,智原,"101,428,240","66,080",219.00,229.50,216.00,225.50,+,8.00,225.00,225.50
11,2014,中鴻,"101,346,398","41,890",40.20,42.35,40.00,41.70,+,2.30,41.70,41.75
12,2881,富邦金,"94,657,439","8,935",74.90,75.20,74.30,74.30,-,0.60,74.30,74.50
13,2618,長榮航,"89,116,544","26,607",26.70,27.35,26.30,26.40,-,0.40,26.35,26.40
14,2303,聯電,"87,887,977","36,055",62.20,62.70,62.10,62.30,-,0.70,62.30,62.40
15,6116,彩晶,"64,835,308","17,745",16.45,17.05,16.30,16.90,+,0.40,16.90,16.95
16,6443,元晶,"63,981,783","29,209",41.70,42.90,41.70,41.90,+,0.50,41.90,41.95
17,2888,新光金,"62,442,640","8,126",10.50,10.70,10.45,10.60,+,0.10,10.55,10.60
18,2498,宏達電,"60,830,917","29,240",81.90,82.80,79.50,80.80,-,2.50,80.80,80.90
19,3037,欣興,"55,442,100","30,880",225.50,231.50,218.00,222.00,-,3.00,221.50,222.00
20,2406,國碩,"54,762,142","24,459",34.90,36.40,34.60,35.25,-,0.35,35.25,35.30
