排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"572,352,123","241,321",140.50,146.50,137.50,141.00,-,0.50,141.00,141.50
2,2303,聯電,"262,067,103","93,176",57.60,59.40,57.30,59.40,+,1.90,59.30,59.40
3,2409,友達,"140,189,151","30,291",21.50,21.80,21.10,21.35,+,0.05,21.35,21.40
4,3481,群創,"131,723,317","23,907",19.20,19.40,18.85,19.05,-,0.05,19.00,19.05
5,2615,萬海,"128,748,470","72,591",230.00,240.00,225.50,229.00,-,3.00,229.00,229.50
6,2344,華邦電,"119,756,625","42,805",34.30,34.70,33.60,33.95,-,1.35,33.95,34.00
7,2363,矽統,"81,471,033","34,163",25.45,28.00,25.20,27.75,+,2.25,27.75,27.80
8,2614,東森,"77,161,960","35,807",42.75,43.80,40.30,41.45,-,0.25,41.45,41.50
9,1605,華新,"76,707,847","26,923",27.75,29.50,27.60,29.35,+,1.55,29.30,29.35
10,00632R,元大台灣50反1,"73,171,885","3,357",5.52,5.54,5.50,5.50,-,0.01,5.49,5.50
11,2340,光磊,"65,344,193","30,585",34.25,36.35,33.70,35.25,+,1.30,35.25,35.30
12,2002,中鋼,"56,480,994","17,890",36.95,36.95,36.30,36.90,-,0.35,36.90,36.95
13,2007,燁興,"55,357,660","25,748",33.60,34.55,33.20,34.00,-,0.80,33.95,34.00
14,2329,華泰,"47,466,746","17,800",27.20,28.35,27.20,28.20,+,0.70,28.20,28.25
15,1101,台泥,"45,545,154","16,031",53.10,53.90,53.00,53.90,+,1.10,53.80,53.90
16,2009,第一銅,"45,345,059","21,939",58.80,62.50,58.50,59.80,+,2.90,59.80,59.90
17,4919,新唐,"44,326,885","29,029",139.00,145.00,137.00,142.00,+,7.00,141.50,142.00
18,6116,彩晶,"43,336,664","11,027",19.50,20.05,19.35,19.60,+,0.10,19.60,19.65
19,2337,旺宏,"41,108,691","18,188",43.65,43.65,42.85,43.35,-,0.75,43.35,43.40
20,00637L,元大滬深300正2,"40,799,368","6,110",21.15,21.63,20.93,21.49,+,0.20,21.49,21.50
