排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"785,537,784","301,833",76.30,82.20,75.00,77.00,+,0.70,76.90,77.00
2,2609,陽明,"719,139,581","269,327",81.00,87.30,79.10,83.50,+,3.00,83.40,83.50
3,3481,群創,"535,350,356","115,104",21.65,22.35,20.70,20.80,-,1.60,20.75,20.80
4,2002,中鋼,"429,600,261","140,589",36.60,37.70,34.60,35.15,-,2.65,35.15,35.20
5,2409,友達,"354,213,058","82,589",22.75,23.15,21.65,21.85,-,1.40,21.85,21.90
6,00632R,元大台灣50反1,"288,010,710","11,735",6.14,6.21,6.13,6.17,+,0.04,6.16,6.17
7,6116,彩晶,"277,825,617","68,365",19.35,20.30,18.65,18.80,-,0.85,18.80,18.85
8,2014,中鴻,"271,228,995","104,161",43.90,47.10,42.45,43.00,-,2.00,42.95,43.00
9,2303,聯電,"173,152,554","64,858",47.50,48.00,46.45,46.50,-,1.80,46.45,46.50
10,2615,萬海,"143,366,821","54,363",94.10,104.00,92.00,104.00,+,9.40,104.00,0.00
11,2009,第一銅,"116,809,958","53,409",56.90,61.40,56.40,58.20,+,2.30,58.10,58.20
12,2610,華航,"107,317,341","23,249",15.45,15.95,15.10,15.10,-,0.75,15.10,15.15
13,1455,集盛,"106,808,942","22,659",19.55,21.60,19.40,21.60,+,1.95,21.60,0.00
14,1217,愛之味,"95,909,670","30,007",13.70,14.60,13.00,13.10,-,0.50,13.10,13.15
15,2027,大成鋼,"89,399,028","35,976",39.10,41.90,38.60,39.50,-,2.00,39.45,39.50
16,2353,宏碁,"89,263,561","38,255",31.10,33.00,30.50,30.65,+,0.35,30.65,30.70
17,2637,慧洋-KY,"87,229,333","45,152",64.00,69.00,60.50,61.70,-,3.20,61.70,61.80
18,1440,南紡,"85,306,133","26,760",23.85,25.75,23.40,23.50,-,0.70,23.50,23.55
19,2883,開發金,"83,354,318","14,531",11.90,11.90,11.70,11.85,-,0.10,11.80,11.85
20,1802,台玻,"76,937,183","28,814",28.50,29.35,26.90,27.80,-,1.70,27.75,27.80
