排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1314,中石化,"111,894,402","20,404",11.15,11.25,10.65,10.70,-,0.40,10.70,10.75
2,00632R,元大台灣50反1,"104,697,637","4,953",5.70,5.70,5.65,5.68,-,0.06,5.67,5.68
3,1605,華新,"88,366,378","36,758",39.65,40.10,39.15,39.25,-,0.20,39.25,39.30
4,00637L,元大滬深300正2,"66,950,466","9,636",16.84,16.85,16.55,16.74,-,0.12,16.74,16.75
5,2405,浩鑫,"58,727,506","19,858",16.40,16.75,15.60,15.70,-,0.25,15.70,15.75
6,00673R,期元大S&P原油反1,"55,844,520","5,435",8.05,8.06,8.00,8.05,-,0.16,8.04,8.05
7,3047,訊舟,"50,924,208","16,769",18.10,19.15,18.00,19.00,+,0.95,18.95,19.00
8,1524,耿鼎,"48,040,781","20,079",27.00,27.80,26.60,26.60,,0.00,26.60,26.65
9,6443,元晶,"46,210,168","21,799",36.75,38.85,36.65,38.65,+,2.15,38.60,38.65
10,3035,智原,"41,802,380","27,239",190.50,198.00,190.50,195.00,+,9.00,195.00,195.50
11,2603,長榮,"40,119,432","20,086",93.10,94.40,92.60,93.20,+,1.10,93.20,93.30
12,2409,友達,"39,157,787","7,331",16.30,16.30,15.95,16.10,-,0.05,16.05,16.10
13,5258,虹堡,"37,538,789","19,216",73.80,79.20,73.60,79.20,+,7.20,79.20,0.00
14,2303,聯電,"36,820,074","12,568",41.30,41.65,41.15,41.40,+,0.50,41.40,41.45
15,1522,堤維西,"34,875,002","17,053",31.70,32.85,30.90,30.90,-,0.10,30.90,30.95
16,2618,長榮航,"33,248,553","7,783",31.80,32.30,31.75,31.85,+,0.30,31.85,31.90
17,2498,宏達電,"33,215,711","14,846",60.50,61.40,60.10,61.00,+,1.50,60.90,61.00
18,2367,燿華,"32,992,150","10,246",21.55,21.95,21.20,21.25,-,0.15,21.25,21.30
19,2891,中信金,"30,853,961","7,235",23.65,23.90,23.55,23.75,+,0.30,23.75,23.80
20,6770,力積電,"29,107,054","10,130",33.65,34.75,33.60,34.25,+,0.85,34.25,34.30
