排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"162,333,028","73,131",40.10,40.10,38.30,38.60,-,1.90,38.60,38.65
2,00632R,元大台灣50反1,"132,156,722","6,722",5.87,5.92,5.86,5.90,+,0.05,5.89,5.90
3,2002,中鋼,"120,587,065","33,259",27.75,28.10,27.65,27.85,X,0.00,27.80,27.85
4,2498,宏達電,"108,791,289","52,265",67.40,67.70,63.80,64.20,-,2.40,64.20,64.30
5,2388,威盛,"101,468,032","49,218",72.80,74.40,69.60,73.30,+,0.50,73.20,73.30
6,00673R,期元大S&P原油反1,"61,542,737","5,478",8.23,8.23,8.03,8.09,-,0.26,8.09,8.10
7,2618,長榮航,"52,321,359","16,500",33.70,34.40,33.55,33.80,-,0.15,33.80,33.85
8,2603,長榮,"51,824,917","32,276",91.50,93.20,90.50,91.70,-,0.40,91.70,91.80
9,00637L,元大滬深300正2,"41,237,819","6,958",17.94,18.29,17.92,18.18,+,0.30,18.17,18.18
10,3481,群創,"36,925,801","7,203",11.00,11.05,10.80,10.85,-,0.20,10.85,10.90
11,3037,欣興,"36,843,484","36,278",176.00,176.50,166.50,170.00,-,6.00,169.50,170.00
12,1539,巨庭,"36,809,392","20,039",31.65,33.70,31.65,33.20,+,1.65,33.10,33.20
13,2881,富邦金,"35,780,761","11,247",59.20,59.80,58.80,59.20,,0.00,59.10,59.20
14,2610,華航,"35,291,834","10,415",22.65,23.00,22.60,22.65,-,0.15,22.65,22.70
15,2891,中信金,"32,709,973","6,345",22.70,23.05,22.70,22.95,+,0.25,22.90,22.95
16,2883,開發金,"31,767,421","7,472",12.90,13.05,12.80,12.95,+,0.10,12.90,12.95
17,00878,國泰永續高股息,"30,851,707","15,684",16.69,16.72,16.62,16.64,-,0.06,16.63,16.64
18,1605,華新,"29,435,953","12,104",33.20,33.40,32.75,33.25,-,0.20,33.20,33.25
19,2409,友達,"29,241,706","6,688",14.30,14.55,14.25,14.30,-,0.15,14.30,14.35
20,3035,智原,"28,804,845","22,195",180.00,182.00,177.00,177.50,-,4.00,177.50,178.00
