排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"205,442,250","72,017",62.40,63.00,61.70,62.80,+,1.10,62.70,62.80
2,2888,新光金,"176,194,393","26,714",9.30,9.56,9.29,9.55,+,0.31,9.54,9.55
3,00632R,元大台灣50反1,"116,355,252","6,394",5.51,5.53,5.48,5.48,-,0.05,5.48,5.49
4,2371,大同,"112,510,696","33,069",29.65,30.70,29.10,30.30,+,0.90,30.25,30.30
5,5608,四維航,"105,674,525","48,172",66.20,70.30,65.70,67.00,+,2.70,66.90,67.00
6,2002,中鋼,"101,194,549","30,285",37.25,37.75,36.90,37.50,+,0.60,37.45,37.50
7,3481,群創,"99,926,844","21,234",17.60,17.70,17.25,17.35,-,0.20,17.35,17.40
8,2887,台新金,"99,741,901","24,783",18.60,19.60,18.60,19.60,+,1.20,19.55,19.60
9,2603,長榮,"94,907,248","39,339",142.50,143.50,140.00,140.00,-,1.00,140.00,140.50
10,2883,開發金,"85,522,815","15,849",13.85,14.20,13.80,14.20,+,0.40,14.15,14.20
11,2409,友達,"85,017,867","17,192",18.15,18.25,17.90,18.00,-,0.10,18.00,18.05
12,2884,玉山金,"75,699,641","19,747",27.80,27.90,27.70,27.85,+,0.15,27.85,27.90
13,2882,國泰金,"73,199,672","24,243",58.20,59.50,58.10,59.50,+,1.80,59.40,59.50
14,00637L,元大滬深300正2,"69,486,724","12,876",20.19,20.27,19.34,19.65,-,0.47,19.65,19.66
15,2609,陽明,"69,277,634","30,980",138.50,140.00,136.00,136.00,-,1.00,136.00,136.50
16,2023,燁輝,"60,306,517","22,840",32.80,33.80,31.95,32.35,,0.00,32.35,32.40
17,2615,萬海,"58,189,598","34,368",256.50,258.50,249.00,249.00,-,3.00,249.00,249.50
18,2834,臺企銀,"54,473,037","9,714",9.61,9.77,9.60,9.75,+,0.19,9.74,9.75
19,00715L,期街口布蘭特正2,"44,480,055","3,443",8.47,8.48,8.34,8.38,+,0.15,8.38,8.39
20,2007,燁興,"42,245,185","15,510",27.75,29.70,27.10,28.80,+,1.80,28.80,28.85
