排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"237,049,677","30,928",9.38,9.38,9.06,9.09,-,0.38,9.09,9.10
2,00632R,元大台灣50反1,"227,994,787","11,084",5.64,5.69,5.63,5.69,+,0.11,5.69,5.70
3,2603,長榮,"144,784,664","73,375",152.50,154.00,147.00,147.00,-,7.00,147.00,147.50
4,2618,長榮航,"131,194,613","47,456",35.95,36.35,35.00,35.00,-,1.20,35.00,35.05
5,00878,國泰永續高股息,"122,213,360","66,878",18.60,18.60,18.34,18.34,-,0.33,18.34,18.35
6,2834,臺企銀,"111,701,977","24,123",12.00,12.00,11.60,11.65,-,0.50,11.65,11.70
7,2883,開發金,"108,588,101","35,642",17.15,17.20,16.80,16.85,-,0.60,16.80,16.85
8,2610,華航,"94,724,616","29,665",28.35,28.75,27.90,27.90,-,0.45,27.90,27.95
9,1605,華新,"86,980,264","38,763",41.95,42.05,38.80,38.80,-,2.90,38.80,38.85
10,1708,東鹼,"72,518,302","34,742",62.60,64.50,59.00,60.00,-,2.60,59.90,60.00
11,2609,陽明,"72,026,103","32,898",130.00,130.50,126.00,126.00,-,4.50,125.50,126.00
12,3481,群創,"71,929,982","13,454",13.95,14.00,13.50,13.65,-,0.50,13.60,13.65
13,00637L,元大滬深300正2,"69,691,765","9,370",14.97,15.02,14.56,14.56,-,0.57,14.55,14.56
14,2303,聯電,"64,054,228","36,564",48.50,49.00,47.90,47.90,-,0.65,47.90,47.95
15,2409,友達,"58,902,226","14,099",17.55,17.80,17.20,17.30,-,0.65,17.25,17.30
16,2887,台新金,"56,435,904","24,256",18.20,18.20,17.75,17.85,-,0.55,17.80,17.85
17,2891,中信金,"55,358,178","17,116",27.45,27.75,27.15,27.30,-,0.70,27.30,27.35
18,2881,富邦金,"51,009,684","36,278",70.30,70.40,67.60,67.80,-,3.50,67.80,67.90
19,1524,耿鼎,"48,965,875","19,761",13.90,15.00,13.65,14.00,+,0.10,14.00,14.05
20,1314,中石化,"44,565,946","11,164",11.65,11.65,11.00,11.05,-,0.60,11.05,11.10
