排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2498,宏達電,"180,658,800","82,264",60.50,65.60,60.40,65.60,+,5.90,65.60,0.00
2,2303,聯電,"137,873,596","63,065",41.00,42.80,40.80,42.80,+,2.05,42.75,42.80
3,00632R,元大台灣50反1,"135,840,880","7,978",5.90,5.95,5.87,5.87,-,0.07,5.86,5.87
4,2618,長榮航,"99,402,049","29,641",34.15,34.75,33.70,34.25,+,0.25,34.20,34.25
5,2603,長榮,"93,530,203","42,338",90.50,93.00,90.50,93.00,+,3.30,92.90,93.00
6,2002,中鋼,"72,413,731","20,621",30.35,30.50,29.90,30.50,,0.00,30.45,30.50
7,6133,金橋,"68,449,394","24,951",16.90,18.35,16.60,18.35,+,1.65,18.35,0.00
8,2883,開發金,"63,952,766","16,213",12.60,12.70,12.35,12.65,-,0.10,12.65,12.70
9,6226,光鼎,"60,885,883","11,122",14.10,14.60,13.40,13.40,-,0.60,13.40,13.45
10,2409,友達,"59,729,459","13,084",14.85,14.95,14.45,14.80,-,0.10,14.80,14.85
11,3481,群創,"59,669,754","10,778",11.10,11.25,10.90,11.25,+,0.05,11.20,11.25
12,9904,寶成,"54,625,451","21,761",26.85,27.00,25.40,26.55,-,1.15,26.50,26.55
13,3035,智原,"53,989,213","34,269",165.00,179.00,163.50,179.00,+,16.00,179.00,0.00
14,2609,陽明,"49,109,329","26,395",87.30,88.80,87.10,88.30,+,1.70,88.30,88.40
15,1101,台泥,"45,444,390","27,248",38.00,38.40,37.80,38.05,X,0.00,38.05,38.10
16,2891,中信金,"45,275,510","8,605",22.35,22.75,22.15,22.65,+,0.40,22.60,22.65
17,00637L,元大滬深300正2,"41,757,323","6,248",18.23,18.32,18.02,18.03,-,0.22,18.03,18.04
18,2888,新光金,"41,459,478","7,819",8.44,8.46,8.30,8.46,,0.00,8.45,8.46
19,3037,欣興,"40,678,637","28,402",172.00,178.50,170.50,177.50,+,7.00,177.00,177.50
20,4919,新唐,"40,502,814","24,045",120.50,129.50,120.50,129.50,+,11.50,129.50,0.00
