排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"554,794,745","122,761",19.60,21.00,19.50,21.00,+,1.90,21.00,0.00
2,2603,長榮,"495,359,084","205,299",133.50,136.50,127.00,136.50,+,3.00,136.50,137.00
3,2609,陽明,"442,473,236","177,416",130.00,140.50,124.00,140.50,+,10.50,140.00,140.50
4,2409,友達,"421,896,759","94,023",21.30,22.85,21.25,22.85,+,2.05,22.85,0.00
5,6116,彩晶,"226,622,787","52,760",20.90,22.15,20.85,22.15,+,2.00,22.15,0.00
6,2014,中鴻,"191,387,930","82,774",49.40,55.30,49.10,50.80,+,0.40,50.70,50.90
7,5608,四維航,"178,731,666","77,393",49.80,52.80,49.40,52.80,+,4.75,52.80,0.00
8,2002,中鋼,"127,653,186","39,926",35.05,36.30,35.05,35.45,-,0.05,35.45,35.50
9,2615,萬海,"108,839,543","62,119",210.50,213.00,196.00,206.00,+,0.50,205.50,206.00
10,2303,聯電,"103,617,748","37,575",51.60,53.30,51.30,53.30,+,0.90,53.20,53.30
11,00632R,元大台灣50反1,"103,386,859","5,330",5.71,5.73,5.64,5.64,-,0.01,5.64,5.65
12,2618,長榮航,"96,786,456","24,741",19.60,20.30,19.20,20.30,+,0.65,20.25,20.30
13,2610,華航,"79,005,416","20,349",18.70,19.20,18.50,19.15,+,0.45,19.10,19.15
14,2607,榮運,"72,026,173","20,484",24.20,26.25,24.10,26.25,+,2.35,26.25,0.00
15,2481,強茂,"67,200,645","37,617",61.00,66.60,61.00,65.20,+,4.20,65.20,65.30
16,2605,新興,"65,675,933","22,432",28.30,30.20,27.80,30.00,+,1.50,29.95,30.00
17,2606,裕民,"64,006,817","29,536",59.30,63.00,58.00,62.60,+,4.00,62.50,62.60
18,2344,華邦電,"60,649,957","22,768",33.30,34.45,32.95,34.45,+,0.80,34.40,34.45
19,2637,慧洋-KY,"59,847,440","30,653",72.90,75.70,71.10,75.00,+,3.30,74.90,75.00
20,3037,欣興,"56,353,298","31,108",126.50,136.00,126.00,134.00,+,8.00,133.50,134.00
