排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"189,441,450","28,483",9.75,9.79,9.62,9.62,-,0.13,9.62,9.63
2,00632R,元大台灣50反1,"119,092,022","3,718",5.52,5.54,5.50,5.52,-,0.03,5.52,5.53
3,2618,長榮航,"118,065,623","40,569",36.00,36.45,35.50,35.70,+,0.20,35.70,35.75
4,2603,長榮,"115,815,573","54,643",148.50,153.00,148.50,151.50,+,5.00,151.50,152.00
5,2610,華航,"105,022,029","32,828",28.60,29.10,28.55,28.75,+,0.70,28.75,28.80
6,1605,華新,"100,747,050","41,349",43.35,43.70,41.85,41.85,-,1.25,41.85,41.90
7,2609,陽明,"77,235,245","39,541",128.00,131.00,127.50,130.00,+,3.50,130.00,130.50
8,2303,聯電,"63,296,856","21,677",47.35,48.30,47.35,48.30,+,1.05,48.25,48.30
9,3481,群創,"55,059,372","12,488",14.30,14.45,14.10,14.20,,0.00,14.15,14.20
10,2607,榮運,"53,559,863","24,580",36.80,38.60,36.50,37.60,+,1.80,37.60,37.65
11,2637,慧洋-KY,"46,171,442","26,844",95.20,100.50,95.10,100.50,+,5.90,100.00,100.50
12,00878,國泰永續高股息,"42,647,226","16,955",18.81,18.84,18.76,18.83,+,0.08,18.82,18.83
13,2409,友達,"42,043,930","10,680",17.80,17.95,17.45,17.65,-,0.05,17.60,17.65
14,1708,東鹼,"40,578,616","19,823",59.60,60.40,58.40,58.90,+,1.00,58.90,59.00
15,4919,新唐,"38,423,431","24,903",156.00,163.00,154.00,162.50,+,11.00,162.00,162.50
16,00637L,元大滬深300正2,"36,204,647","5,105",16.13,16.13,15.81,15.86,-,0.20,15.85,15.86
17,2883,開發金,"31,304,307","11,329",17.70,17.80,17.60,17.70,,0.00,17.65,17.70
18,2317,鴻海,"31,111,663","10,754",103.50,104.50,103.00,104.00,+,1.50,103.50,104.00
19,2605,新興,"31,017,893","15,945",29.80,31.80,29.70,30.20,+,0.70,30.20,30.25
20,2613,中櫃,"26,882,868","10,225",37.40,40.70,37.40,40.70,+,3.70,40.70,0.00
