排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"323,851,440","138,965",114.00,114.50,102.50,102.50,-,11.00,0.00,102.50
2,00632R,元大台灣50反1,"208,332,786","8,968",5.68,5.79,5.67,5.75,+,0.03,5.75,5.76
3,2609,陽明,"203,393,644","99,037",108.00,108.00,97.20,97.20,-,10.80,0.00,97.20
4,2618,長榮航,"135,270,045","28,969",19.60,20.25,18.40,18.50,,0.00,18.50,18.55
5,2303,聯電,"131,588,514","57,284",63.10,63.30,60.60,60.80,-,1.80,60.80,60.90
6,2610,華航,"129,733,895","26,092",17.50,18.10,16.55,16.65,-,0.05,16.65,16.70
7,3481,群創,"127,398,375","23,885",17.10,17.20,16.50,16.50,-,0.35,16.50,16.55
8,2002,中鋼,"107,922,379","36,972",36.00,36.05,35.00,35.00,-,0.85,35.00,35.05
9,2606,裕民,"98,439,712","48,237",65.50,66.90,62.40,65.90,+,3.00,65.80,65.90
10,2409,友達,"86,512,755","18,554",17.45,17.60,16.80,16.80,-,0.45,16.80,16.85
11,2615,萬海,"84,141,991","47,092",187.50,187.50,165.50,165.50,-,18.00,0.00,165.50
12,2371,大同,"69,668,490","19,438",32.25,32.60,31.10,32.35,+,0.35,32.35,32.40
13,0056,元大高股息,"60,626,133","43,054",32.38,32.40,31.81,31.84,-,0.42,31.84,31.85
14,2605,新興,"56,955,413","24,592",36.30,37.40,34.40,36.50,+,0.60,36.40,36.50
15,1440,南紡,"46,402,707","15,748",24.50,24.60,22.10,22.15,-,1.75,22.15,22.20
16,1308,亞聚,"45,763,835","20,142",45.50,45.65,43.55,43.75,-,0.15,43.70,43.75
17,2883,開發金,"43,566,005","10,383",14.05,14.10,13.90,13.90,-,0.10,13.90,13.95
18,6116,彩晶,"39,816,153","10,999",14.75,14.90,13.90,14.00,-,0.70,14.00,14.05
19,2354,鴻準,"38,282,228","22,165",68.80,71.20,68.30,70.90,+,3.30,70.90,71.00
20,1455,集盛,"38,113,072","11,429",20.00,20.10,17.70,17.70,-,1.95,17.70,17.75
