排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"244,226,335","12,055",6.07,6.11,6.01,6.03,-,0.05,6.03,6.04
2,2303,聯電,"93,487,143","38,688",39.00,39.40,38.50,38.95,+,0.15,38.95,39.00
3,3481,群創,"82,841,823","17,209",10.65,10.65,10.30,10.40,-,0.40,10.40,10.45
4,2618,長榮航,"77,293,251","23,985",32.90,32.90,32.15,32.35,-,0.55,32.35,32.40
5,2603,長榮,"74,505,822","49,980",90.60,90.80,89.10,89.30,-,1.30,89.20,89.30
6,2419,仲琦,"66,717,114","28,399",25.00,25.70,24.30,25.00,+,0.25,24.95,25.00
7,2498,宏達電,"64,914,042","29,814",60.30,61.00,58.90,58.90,-,1.80,58.80,58.90
8,00637L,元大滬深300正2,"61,513,768","8,906",18.54,19.07,18.36,18.60,+,0.01,18.59,18.60
9,2330,台積電,"56,039,339","63,691",481.00,494.00,477.00,492.50,+,17.50,492.00,492.50
10,2891,中信金,"55,732,544","18,156",22.20,22.20,21.75,21.80,-,0.45,21.80,21.85
11,2409,友達,"51,781,708","11,633",14.45,14.45,14.10,14.30,-,0.30,14.30,14.35
12,2610,華航,"51,729,906","16,955",23.15,23.15,22.55,22.65,-,0.50,22.60,22.65
13,00882,中信中國高股息,"51,636,692","14,293",13.05,13.12,12.94,13.00,-,0.04,12.99,13.00
14,00878,國泰永續高股息,"49,782,095","25,366",16.36,16.36,16.18,16.18,-,0.16,16.18,16.19
15,2609,陽明,"49,670,607","46,237",87.00,87.20,85.50,86.00,-,1.50,85.90,86.00
16,2313,華通,"45,780,104","26,196",48.00,49.00,47.40,48.50,+,1.50,48.45,48.50
17,2885,元大金,"42,569,240","18,029",19.50,19.50,18.70,18.80,-,0.75,18.80,18.85
18,1319,東陽,"42,485,785","21,951",49.45,51.90,48.60,51.20,+,3.70,51.20,51.30
19,1524,耿鼎,"42,421,099","17,631",21.50,21.90,20.85,21.50,+,0.10,21.45,21.50
20,00673R,期元大S&P原油反1,"41,768,710","3,481",8.40,8.47,8.36,8.43,+,0.07,8.43,8.44
