排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2409,友達,"142,287,634","30,469",17.30,18.00,17.25,18.00,+,0.95,17.95,18.00
2,00632R,元大台灣50反1,"95,849,914","5,097",5.89,5.90,5.84,5.88,-,0.01,5.87,5.88
3,3481,群創,"92,451,873","17,347",12.00,12.45,12.00,12.30,+,0.35,12.30,12.35
4,00637L,元大滬深300正2,"57,135,494","6,684",16.76,17.03,16.72,16.75,+,0.07,16.74,16.75
5,2609,陽明,"56,030,459","30,986",72.00,74.30,71.40,72.60,+,0.80,72.60,72.70
6,2367,燿華,"55,953,793","22,589",23.85,24.45,23.60,23.65,+,0.05,23.65,23.70
7,6443,元晶,"55,018,868","27,955",41.95,42.65,41.10,41.50,+,0.20,41.50,41.55
8,1605,華新,"51,049,744","24,955",40.95,41.00,40.20,40.50,-,0.75,40.50,40.55
9,2610,華航,"46,926,971","12,194",22.10,22.60,22.05,22.15,+,0.10,22.15,22.20
10,2303,聯電,"45,562,826","13,867",40.40,40.75,40.10,40.40,+,0.25,40.40,40.45
11,2388,威盛,"45,079,834","24,786",92.40,93.40,87.80,88.50,-,3.90,88.50,88.60
12,00673R,期元大S&P原油反1,"41,825,928","3,655",8.54,8.57,8.49,8.52,-,0.17,8.52,8.53
13,2618,長榮航,"39,929,688","13,015",33.60,34.15,33.35,33.75,+,0.30,33.75,33.80
14,2105,正新,"34,879,970","17,960",38.00,39.40,37.90,38.40,+,0.70,38.40,38.45
15,3047,訊舟,"33,820,185","11,807",18.15,19.00,18.10,18.40,+,0.25,18.35,18.40
16,2498,宏達電,"32,789,604","17,206",62.20,63.40,61.20,61.30,-,1.30,61.30,61.40
17,6770,力積電,"32,404,972","12,846",32.20,32.90,31.95,32.75,+,1.15,32.70,32.75
18,1708,東鹼,"31,959,410","17,453",49.75,52.80,49.65,51.80,+,2.75,51.70,51.80
19,2607,榮運,"27,300,358","11,855",31.00,33.75,30.90,33.20,+,2.50,33.15,33.20
20,3035,智原,"27,184,818","18,537",169.50,171.00,159.50,161.00,-,8.50,160.50,161.00
