排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2002,中鋼,"165,478,114","71,582",34.65,34.70,33.05,33.20,-,1.30,33.20,33.25
2,2606,裕民,"154,535,996","67,004",72.10,75.30,71.00,72.90,+,0.80,72.80,72.90
3,2603,長榮,"145,900,535","57,935",103.00,104.00,99.20,100.00,-,2.50,100.00,100.50
4,2371,大同,"120,495,599","40,634",34.30,35.05,33.60,33.75,-,0.15,33.75,33.80
5,2303,聯電,"115,288,376","46,914",62.60,62.60,61.00,61.10,-,1.40,61.10,61.20
6,2609,陽明,"100,334,134","52,288",99.50,99.80,95.00,96.80,-,1.70,96.70,96.80
7,00637L,元大滬深300正2,"88,706,259","15,092",21.35,22.52,21.34,22.38,+,1.24,22.37,22.38
8,00632R,元大台灣50反1,"82,229,106","3,351",5.63,5.69,5.63,5.68,+,0.04,5.67,5.68
9,2409,友達,"81,716,501","17,539",17.60,17.85,17.05,17.10,-,0.30,17.05,17.10
10,2615,萬海,"71,006,761","37,380",171.50,171.50,164.00,169.50,-,2.00,169.00,169.50
11,3481,群創,"63,829,159","12,960",16.50,16.80,16.30,16.35,-,0.10,16.35,16.40
12,1308,亞聚,"61,372,545","31,345",49.55,51.20,48.05,48.90,-,1.10,48.80,48.90
13,1710,東聯,"59,184,681","18,349",23.80,24.95,23.60,24.70,+,0.90,24.70,24.75
14,2376,技嘉,"57,272,170","28,738",94.30,100.50,93.50,100.50,+,8.70,100.50,0.00
15,2888,新光金,"51,536,080","6,731",9.38,9.42,9.34,9.35,+,0.06,9.35,9.36
16,1711,永光,"48,506,865","19,000",25.90,26.35,25.20,25.30,-,0.70,25.30,25.35
17,1727,中華化,"46,959,910","21,552",32.35,34.70,31.95,33.00,+,0.20,32.95,33.00
18,3035,智原,"44,931,218","20,330",121.00,130.00,120.00,130.00,+,11.50,130.00,0.00
19,4919,新唐,"41,948,611","27,580",136.00,140.00,130.00,131.00,-,2.50,131.00,131.50
20,2328,廣宇,"38,843,947","21,337",40.75,42.50,40.20,41.55,+,1.35,41.55,41.60
