排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"483,808,973","216,663",138.00,149.00,137.00,142.00,+,3.50,142.00,142.50
2,2303,聯電,"348,569,245","127,312",63.50,63.80,61.60,62.10,-,1.30,62.10,62.20
3,3481,群創,"330,812,292","64,140",20.20,20.45,19.90,20.05,-,0.55,20.05,20.10
4,2337,旺宏,"242,770,300","106,343",46.50,48.00,44.00,44.00,-,1.45,44.00,44.05
5,2409,友達,"164,723,579","42,887",22.10,22.10,21.60,21.60,-,0.70,21.60,21.65
6,2369,菱生,"163,127,465","68,111",31.15,32.30,29.00,29.35,-,1.80,29.35,29.40
7,00632R,元大台灣50反1,"145,449,458","25,293",5.50,5.54,5.50,5.52,+,0.03,5.51,5.52
8,2344,華邦電,"141,733,333","52,122",35.00,35.25,34.00,34.10,-,1.70,34.10,34.15
9,2615,萬海,"132,080,809","77,792",221.00,242.50,218.00,231.00,+,10.00,231.00,231.50
10,2614,東森,"112,846,891","42,743",40.30,42.70,39.60,39.60,+,0.75,39.55,39.60
11,2363,矽統,"91,157,425","42,536",30.60,31.10,29.10,29.25,-,1.40,29.20,29.25
12,2883,開發金,"66,787,828","7,844",14.25,14.30,14.10,14.25,,0.00,14.20,14.25
13,2329,華泰,"66,195,496","29,644",31.85,33.00,30.85,31.00,-,1.45,31.00,31.05
14,1734,杏輝,"65,009,998","34,755",43.00,47.00,41.50,43.85,+,0.90,43.65,43.85
15,2489,瑞軒,"55,670,950","18,340",18.35,19.10,18.25,18.40,+,0.65,18.40,18.45
16,2610,華航,"53,686,493","13,868",17.10,17.35,16.90,17.10,,0.00,17.10,17.15
17,5608,四維航,"48,488,279","15,752",50.00,54.10,49.65,54.10,+,4.90,54.10,0.00
18,2601,益航,"48,162,484","17,047",16.50,17.35,16.40,16.50,+,0.10,16.50,16.55
19,2637,慧洋-KY,"47,674,855","28,130",80.50,86.50,80.00,82.00,+,2.80,82.00,82.10
20,1605,華新,"46,852,732","15,948",29.20,29.80,28.35,28.60,-,0.45,28.60,28.65
