排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"145,329,808","45,075",34.25,35.15,34.10,35.10,+,1.15,35.05,35.10
2,1605,華新,"114,147,713","50,559",40.20,42.80,40.20,42.50,+,2.75,42.45,42.50
3,2409,友達,"100,024,407","30,238",18.00,18.05,17.10,17.10,-,0.85,17.10,17.15
4,00632R,元大台灣50反1,"95,400,993","3,854",5.91,5.94,5.90,5.90,-,0.05,5.90,5.91
5,2610,華航,"68,087,917","18,383",22.70,22.95,22.60,22.70,+,0.25,22.70,22.75
6,00637L,元大滬深300正2,"55,225,543","4,892",16.37,16.43,16.16,16.27,+,0.01,16.27,16.28
7,2002,中鋼,"47,793,673","22,104",29.15,29.25,28.45,28.60,-,0.70,28.55,28.60
8,2609,陽明,"47,538,753","22,706",69.20,70.20,68.50,68.50,+,0.50,68.50,68.60
9,3481,群創,"47,374,287","10,661",11.95,12.00,11.60,11.65,-,0.25,11.65,11.70
10,2603,長榮,"45,784,406","29,971",171.50,173.00,167.50,172.50,+,3.50,172.00,172.50
11,6443,元晶,"40,348,264","19,672",42.60,42.90,41.80,42.40,+,0.70,42.40,42.45
12,2303,聯電,"37,859,379","11,500",40.20,40.45,39.90,40.15,+,0.20,40.10,40.15
13,2498,宏達電,"37,730,150","17,494",62.10,63.30,62.10,62.80,+,1.50,62.70,62.80
14,2367,燿華,"32,593,065","11,346",23.35,23.85,23.25,23.55,+,0.70,23.55,23.60
15,2324,仁寶,"31,716,439","5,695",22.55,22.70,22.40,22.70,+,0.10,22.65,22.70
16,0056,元大高股息,"30,712,238","21,132",28.18,28.22,27.94,27.98,-,0.08,27.97,27.98
17,3046,建碁,"30,089,994","17,885",40.00,44.10,38.75,43.30,+,3.15,43.10,43.30
18,1101,台泥,"28,918,438","11,776",38.70,39.05,38.55,38.55,-,0.25,38.55,38.60
19,2891,中信金,"27,011,484","9,140",22.25,22.30,22.05,22.20,+,0.05,22.20,22.25
20,2890,永豐金,"26,992,187","8,785",17.80,17.85,17.45,17.60,-,0.15,17.60,17.65
