排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"165,131,365","93,040",140.00,140.00,132.50,132.50,-,8.00,132.50,133.00
2,2618,長榮航,"133,938,356","43,860",31.75,31.80,30.85,31.00,-,0.55,31.00,31.05
3,2610,華航,"113,973,868","40,999",27.05,27.20,26.20,26.35,-,0.50,26.35,26.40
4,2609,陽明,"103,403,986","72,351",128.00,128.00,122.00,122.00,-,6.00,121.50,122.00
5,1708,東鹼,"97,425,086","44,221",52.50,54.90,51.80,54.80,+,3.00,54.80,54.90
6,2834,臺企銀,"84,176,363","18,485",12.75,12.80,12.45,12.60,-,0.15,12.60,12.65
7,2409,友達,"75,609,289","26,264",21.05,21.10,20.60,20.65,-,0.40,20.65,20.70
8,00673R,期元大S&P原油反1,"70,538,666","5,093",7.75,7.79,7.65,7.73,+,0.15,7.72,7.73
9,2313,華通,"68,156,970","31,719",51.90,53.20,50.40,53.00,+,2.00,52.90,53.00
10,00637L,元大滬深300正2,"67,521,653","8,472",16.61,16.72,16.06,16.11,-,0.40,16.11,16.12
11,2344,華邦電,"64,393,362","25,778",32.00,32.30,31.50,32.05,-,0.15,32.00,32.05
12,2888,新光金,"63,268,751","10,419",10.90,10.90,10.60,10.65,-,0.20,10.60,10.65
13,2457,飛宏,"58,409,471","30,238",46.50,48.45,46.50,47.65,+,1.75,47.60,47.65
14,00893,國泰智能電動車,"58,310,893","13,409",15.00,15.08,14.99,15.02,+,0.30,15.02,15.03
15,2002,中鋼,"56,999,363","19,522",40.15,40.20,39.95,40.00,,0.00,39.95,40.00
16,3062,建漢,"56,928,720","21,989",26.60,28.95,26.55,28.95,+,2.60,28.95,0.00
17,00632R,元大台灣50反1,"56,786,687","2,303",5.19,5.23,5.19,5.20,,0.00,5.20,5.21
18,1711,永光,"50,527,491","22,829",28.00,28.65,26.70,26.75,-,0.30,26.75,26.80
19,4919,新唐,"42,866,430","25,170",182.00,183.50,175.00,179.50,+,0.50,179.00,179.50
20,2303,聯電,"42,288,486","20,724",53.50,53.60,53.00,53.30,+,0.10,53.30,53.40
