排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"775,707,663","342,643",145.00,150.50,131.00,132.00,-,12.50,131.50,132.00
2,2303,聯電,"690,359,467","241,096",55.80,59.90,55.80,57.80,+,3.20,57.80,57.90
3,2615,萬海,"206,378,898","125,355",250.00,257.00,223.50,223.50,-,24.50,0.00,223.50
4,2409,友達,"206,201,852","43,453",21.30,21.55,20.55,20.65,-,0.40,20.60,20.65
5,2344,華邦電,"161,839,832","55,836",33.30,35.20,33.20,34.20,+,1.20,34.20,34.25
6,3481,群創,"160,561,080","31,192",19.00,19.20,18.60,18.60,-,0.30,18.60,18.65
7,2363,矽統,"146,931,295","52,577",25.10,27.10,25.00,25.60,+,0.95,25.60,25.65
8,2002,中鋼,"119,482,521","38,614",36.60,37.10,36.35,36.35,+,0.05,36.35,36.40
9,00632R,元大台灣50反1,"97,750,781","3,373",5.59,5.62,5.56,5.61,+,0.05,5.60,5.61
10,4960,誠美材,"96,076,846","23,312",12.50,13.25,12.40,13.05,+,0.70,13.05,13.10
11,2007,燁興,"95,688,749","41,647",32.10,34.90,31.10,31.65,-,0.10,31.60,31.65
12,2888,新光金,"71,326,141","11,807",9.29,9.29,9.17,9.17,-,0.13,9.17,9.18
13,2023,燁輝,"68,102,338","30,192",35.95,37.60,35.00,35.05,-,0.70,35.00,35.05
14,2329,華泰,"67,008,526","19,855",25.00,27.00,24.80,27.00,+,2.45,27.00,0.00
15,3545,敦泰,"66,499,080","48,041",270.00,297.00,267.00,276.50,+,1.50,276.50,277.00
16,00637L,元大滬深300正2,"65,123,402","12,204",20.93,20.93,19.92,19.93,-,1.16,19.93,19.94
17,3037,欣興,"64,969,506","39,852",152.50,153.00,144.50,146.00,-,5.50,145.50,146.00
18,2890,永豐金,"56,449,968","7,133",14.15,14.25,13.90,14.05,-,0.15,14.05,14.10
19,8215,明基材,"54,541,920","28,714",39.00,41.80,38.80,41.00,+,2.90,40.95,41.00
20,2609,陽明,"52,473,788","22,860",135.00,135.00,117.00,117.00,-,12.50,0.00,117.00
