排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"592,334,120","216,135",81.00,84.70,80.10,84.70,+,7.70,84.70,0.00
2,3481,群創,"535,934,256","111,142",21.40,21.75,20.40,20.70,-,0.10,20.70,20.75
3,2609,陽明,"525,852,293","191,761",87.00,91.80,86.90,91.80,+,8.30,91.80,0.00
4,2002,中鋼,"398,343,003","116,077",35.85,37.10,34.45,36.20,+,1.05,36.20,36.25
5,2409,友達,"366,027,842","82,306",22.50,22.80,21.35,21.70,-,0.15,21.70,21.75
6,00632R,元大台灣50反1,"327,860,302","17,579",6.06,6.13,5.99,6.05,-,0.12,6.05,6.06
7,2014,中鴻,"304,799,956","108,349",45.00,47.20,42.45,46.15,+,3.15,46.10,46.15
8,6116,彩晶,"235,832,633","56,056",19.50,20.35,18.95,19.20,+,0.40,19.20,19.25
9,1455,集盛,"196,534,182","49,451",22.50,23.75,21.65,23.75,+,2.15,23.75,0.00
10,2303,聯電,"146,240,160","45,128",47.75,48.20,46.85,46.95,+,0.45,46.95,47.00
11,00715L,期街口布蘭特正2,"93,583,859","9,077",6.88,6.88,6.75,6.84,-,0.31,6.84,6.85
12,2610,華航,"91,596,943","17,073",15.30,15.75,15.10,15.40,+,0.30,15.35,15.40
13,2009,第一銅,"89,824,835","42,979",60.70,62.40,58.30,60.50,+,2.30,60.40,60.50
14,2027,大成鋼,"86,116,671","35,549",40.20,40.95,38.45,40.30,+,0.80,40.30,40.35
15,2882,國泰金,"83,602,109","24,327",54.80,56.00,53.20,54.20,+,0.90,54.20,54.30
16,00637L,元大滬深300正2,"79,346,327","11,508",27.59,27.77,26.53,26.90,-,0.24,26.89,26.90
17,2883,開發金,"79,222,120","10,721",12.05,12.15,11.90,12.05,+,0.20,12.00,12.05
18,2637,慧洋-KY,"78,064,162","37,756",64.00,67.80,62.50,67.70,+,6.00,67.60,67.70
19,1802,台玻,"75,984,187","29,731",28.90,30.00,27.80,29.65,+,1.85,29.60,29.65
20,1314,中石化,"74,747,781","12,294",12.35,12.45,11.85,12.20,+,0.20,12.20,12.25
