排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2303,聯電,"583,661,231","225,730",69.10,72.00,68.30,69.90,-,0.10,69.90,70.00
2,2002,中鋼,"260,811,157","82,253",37.85,39.10,37.65,38.85,+,1.40,38.80,38.85
3,3481,群創,"246,926,926","50,463",16.10,16.65,15.65,16.40,-,0.25,16.40,16.45
4,2363,矽統,"224,876,617","84,715",29.05,30.60,28.50,30.20,+,1.40,30.15,30.20
5,2409,友達,"204,463,874","41,329",16.75,17.05,16.25,16.95,-,0.30,16.90,16.95
6,2603,長榮,"201,496,462","98,761",125.00,125.50,118.00,118.00,-,7.50,118.00,118.50
7,2609,陽明,"154,415,424","70,860",120.00,120.50,113.00,113.00,-,7.50,112.50,113.00
8,00632R,元大台灣50反1,"103,917,740","6,197",5.44,5.46,5.40,5.43,-,0.01,5.43,5.44
9,2887,台新金,"98,546,879","19,973",19.20,19.50,19.15,19.35,+,0.30,19.30,19.35
10,6116,彩晶,"77,101,764","23,876",15.40,15.85,14.80,15.30,-,0.45,15.25,15.30
11,2329,華泰,"67,382,051","26,651",30.10,30.80,28.55,28.90,-,0.50,28.90,28.95
12,2344,華邦電,"66,439,988","24,321",30.85,31.60,30.20,30.30,-,0.55,30.25,30.30
13,2834,臺企銀,"65,643,499","8,152",9.77,9.84,9.75,9.78,+,0.04,9.78,9.79
14,2330,台積電,"59,223,061","77,024",623.00,638.00,621.00,631.00,+,11.00,630.00,631.00
15,2610,華航,"57,976,315","21,829",16.50,16.50,15.95,15.95,-,0.55,15.90,15.95
16,2436,偉詮電,"55,435,995","32,645",87.90,89.80,83.00,85.30,-,1.00,85.30,85.40
17,00637L,元大滬深300正2,"53,083,148","9,301",20.53,21.27,20.32,21.09,+,0.69,21.09,21.10
18,2881,富邦金,"51,372,524","27,946",77.70,79.40,76.80,77.20,X,0.00,77.10,77.20
19,4919,新唐,"50,761,046","33,670",163.00,163.50,150.00,153.50,-,12.00,153.50,154.00
20,2371,大同,"48,832,392","15,203",29.45,29.75,28.20,28.60,-,1.05,28.60,28.65
