排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"532,028,484","251,876",160.50,163.50,142.50,143.00,-,15.00,143.00,143.50
2,2610,華航,"296,126,306","72,149",27.20,27.90,26.70,27.55,+,1.25,27.50,27.55
3,2609,陽明,"296,010,598","128,421",136.00,137.00,122.50,127.00,-,3.00,127.00,127.50
4,2618,長榮航,"222,081,063","63,751",30.65,31.00,30.10,31.00,+,1.50,30.95,31.00
5,00637L,元大滬深300正2,"202,496,323","28,005",14.40,15.10,13.94,15.10,+,0.43,15.10,15.11
6,2409,友達,"197,974,334","50,198",22.40,22.50,20.55,21.15,-,1.00,21.10,21.15
7,00632R,元大台灣50反1,"169,686,195","7,095",5.41,5.49,5.40,5.44,-,0.03,5.44,5.45
8,3481,群創,"121,684,061","31,292",17.60,17.65,16.85,17.10,-,0.25,17.10,17.15
9,2303,聯電,"82,588,688","38,029",51.20,51.30,50.10,50.80,+,0.40,50.70,50.80
10,2371,大同,"72,378,177","21,724",32.75,34.10,32.40,33.90,+,1.55,33.85,33.90
11,2906,高林,"70,135,866","28,559",28.70,29.00,27.70,28.45,+,0.90,28.40,28.45
12,2615,萬海,"67,383,560","41,441",176.00,176.00,156.50,161.50,-,11.00,161.00,161.50
13,2883,開發金,"63,682,001","17,265",17.90,18.10,17.70,17.85,+,0.05,17.80,17.85
14,2324,仁寶,"62,449,189","17,159",26.20,27.10,26.20,27.00,+,1.20,26.95,27.00
15,2888,新光金,"59,178,056","9,907",10.15,10.25,10.10,10.20,+,0.10,10.15,10.20
16,1513,中興電,"54,170,749","27,900",49.90,52.90,49.10,51.90,+,2.80,51.80,51.90
17,2607,榮運,"53,360,372","27,994",38.85,39.25,35.80,36.30,-,1.20,36.25,36.30
18,6443,元晶,"51,899,420","25,026",40.10,41.75,39.60,40.60,+,1.45,40.60,40.65
19,00715L,期街口布蘭特正2,"51,657,823","6,653",16.61,17.45,16.61,17.13,-,0.12,17.13,17.14
20,00882,中信中國高股息,"51,365,697","18,281",12.41,12.51,12.05,12.40,-,0.09,12.40,12.41
