排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"264,775,334","13,843",6.53,6.66,6.52,6.66,+,0.13,6.65,6.66
2,2610,華航,"173,733,209","55,863",19.30,19.30,17.45,17.45,-,1.90,0.00,17.45
3,2618,長榮航,"132,262,760","47,373",27.65,27.70,25.15,25.15,-,2.75,0.00,25.15
4,3481,群創,"107,170,741","23,352",11.25,11.95,11.25,11.60,+,0.10,11.60,11.65
5,00878,國泰永續高股息,"101,086,601","61,332",15.85,15.86,15.62,15.63,-,0.23,15.63,15.64
6,2312,金寶,"80,649,138","26,706",14.55,14.95,13.50,13.75,-,0.65,13.70,13.75
7,2882,國泰金,"79,987,118","44,904",39.15,39.35,37.40,37.45,-,2.10,37.40,37.45
8,2409,友達,"79,582,120","20,391",16.30,17.15,16.25,16.80,+,0.35,16.75,16.80
9,0056,元大高股息,"73,477,324","43,671",25.81,25.86,25.50,25.53,-,0.29,25.53,25.54
10,00637L,元大滬深300正2,"71,797,465","6,799",14.97,15.08,14.74,14.87,+,0.28,14.87,14.88
11,2303,聯電,"70,729,586","26,334",36.65,37.20,36.20,36.40,-,0.30,36.40,36.45
12,2891,中信金,"65,390,090","24,780",20.25,20.25,19.60,19.65,-,0.60,19.65,19.70
13,2834,臺企銀,"63,162,391","13,269",12.75,12.80,12.20,12.30,-,0.45,12.30,12.35
14,2884,玉山金,"61,291,168","35,748",24.55,24.60,23.50,23.75,-,0.85,23.70,23.75
15,1605,華新,"59,649,070","26,222",37.50,37.75,34.50,34.65,-,2.85,34.65,34.70
16,2883,開發金,"55,903,606","21,327",12.20,12.30,11.60,11.70,-,0.50,11.70,11.75
17,1101,台泥,"54,974,157","21,041",33.75,33.85,32.65,32.65,-,1.10,32.65,32.70
18,2888,新光金,"51,740,343","13,103",8.11,8.15,7.95,7.96,-,0.19,7.96,7.97
19,2498,宏達電,"45,070,822","21,506",52.70,53.00,48.00,49.05,-,3.95,49.05,49.10
20,074025,臺股指元大24購11,"44,740,000",585,0.10,0.10,0.06,0.07,-,0.04,0.07,0.08
