排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"306,737,554","126,059",106.50,114.50,106.50,112.00,+,7.00,111.50,112.00
2,2610,華航,"221,310,491","51,723",19.50,19.70,18.90,19.10,+,0.15,19.10,19.15
3,3481,群創,"207,243,443","29,380",16.60,17.10,16.55,16.85,+,0.30,16.85,16.90
4,2409,友達,"177,508,631","35,719",19.00,20.00,19.00,19.95,+,0.95,19.90,19.95
5,2609,陽明,"168,912,998","81,122",103.00,110.50,102.50,108.50,+,7.00,108.00,108.50
6,2618,長榮航,"135,706,490","34,478",20.95,21.20,20.35,20.70,+,0.20,20.65,20.70
7,2615,萬海,"99,591,767","56,051",163.50,177.00,162.50,171.50,+,10.50,171.00,171.50
8,2312,金寶,"97,416,821","26,827",13.20,14.45,13.20,14.10,+,0.95,14.05,14.10
9,2614,東森,"94,938,634","38,989",37.15,38.95,37.10,38.95,+,3.50,38.95,0.00
10,2303,聯電,"93,583,437","33,598",60.00,60.10,59.00,59.20,+,0.20,59.10,59.20
11,00632R,元大台灣50反1,"77,893,934","2,525",5.52,5.53,5.50,5.51,-,0.02,5.50,5.51
12,3037,欣興,"72,174,925","50,062",197.50,198.00,182.50,187.50,-,8.50,187.00,187.50
13,2481,強茂,"71,760,593","43,146",112.50,114.50,103.00,108.00,-,3.50,108.00,108.50
14,6443,元晶,"65,984,092","30,826",38.00,38.50,36.15,37.20,+,0.20,37.15,37.20
15,2486,一詮,"62,448,780","33,026",63.00,64.60,56.70,58.20,-,4.30,58.10,58.20
16,2388,威盛,"50,601,923","27,037",68.40,71.10,64.60,71.00,+,2.00,70.90,71.00
17,3035,智原,"47,894,537","32,748",210.00,211.50,187.00,193.50,-,12.00,193.00,193.50
18,2344,華邦電,"46,965,385","17,337",26.35,27.25,26.35,27.25,+,1.05,27.20,27.25
19,2401,凌陽,"42,901,338","22,106",40.80,41.60,38.60,39.85,-,0.95,39.80,39.85
20,1611,中電,"42,724,811","16,183",13.95,15.30,13.45,14.60,+,0.65,14.60,14.65
