排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"573,640,599","150,256",35.00,36.70,34.70,35.25,+,1.15,35.25,35.30
2,2610,華航,"413,875,052","109,897",27.70,29.00,27.50,28.20,+,0.85,28.15,28.20
3,00632R,元大台灣50反1,"225,144,852","8,126",5.36,5.36,5.30,5.30,-,0.09,5.30,5.31
4,1605,華新,"177,224,518","53,672",31.70,34.30,31.60,34.30,+,3.10,34.30,0.00
5,1708,東鹼,"113,250,143","56,170",68.50,70.30,66.00,66.40,-,0.40,66.40,66.50
6,2603,長榮,"102,258,649","44,013",136.50,140.50,136.00,140.00,+,5.50,140.00,140.50
7,2303,聯電,"91,923,630","52,468",47.85,48.75,47.75,48.50,+,1.20,48.50,48.55
8,2834,臺企銀,"87,574,952","23,055",13.75,13.85,13.40,13.60,-,0.10,13.60,13.65
9,6443,元晶,"87,533,788","45,816",45.70,45.95,43.90,44.90,-,0.70,44.90,44.95
10,2888,新光金,"59,728,097","11,048",10.85,11.00,10.80,10.90,+,0.10,10.90,10.95
11,00637L,元大滬深300正2,"57,348,940","6,867",16.90,17.09,16.75,17.02,+,0.22,17.02,17.03
12,2030,彰源,"54,320,277","25,910",39.00,41.50,38.40,40.45,+,1.75,40.45,40.50
13,3481,群創,"52,613,215","15,371",15.70,16.05,15.60,16.05,+,0.65,16.00,16.05
14,2609,陽明,"48,707,320","23,720",122.00,124.50,121.50,124.50,+,4.50,124.00,124.50
15,2023,燁輝,"46,969,105","16,222",25.20,26.35,24.95,26.20,+,1.35,26.15,26.20
16,2891,中信金,"45,132,455","15,642",30.70,30.80,30.20,30.35,-,0.35,30.35,30.40
17,00673R,期元大S&P原油反1,"42,817,105","4,469",8.47,8.54,8.41,8.51,-,0.36,8.50,8.51
18,2344,華邦電,"41,192,348","18,487",27.85,28.45,27.70,28.45,+,1.00,28.40,28.45
19,1314,中石化,"40,978,876","10,109",12.50,12.85,12.45,12.65,+,0.25,12.65,12.70
20,2883,開發金,"40,699,817","14,927",19.70,19.85,19.50,19.65,+,0.10,19.60,19.65
