排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,1314,中石化,"706,484,871","155,693",15.60,16.30,14.25,14.55,-,0.75,14.50,14.55
2,2603,長榮,"546,720,591","296,613",213.00,219.00,200.00,206.50,-,6.50,206.00,206.50
3,3481,群創,"328,144,459","67,333",21.00,21.75,20.90,21.25,+,0.50,21.25,21.30
4,2023,燁輝,"288,393,857","114,777",36.60,39.90,35.00,37.55,+,1.00,37.55,37.60
5,2027,大成鋼,"248,988,631","105,884",61.50,63.70,59.50,59.90,-,0.40,59.90,60.00
6,1312,國喬,"226,371,484","73,256",34.25,36.15,31.70,32.00,-,0.90,31.95,32.00
7,6116,彩晶,"224,935,368","58,223",22.20,23.35,22.05,22.80,+,0.90,22.80,22.85
8,1304,台聚,"220,815,295","77,995",44.15,44.85,37.60,38.00,-,2.80,38.00,38.05
9,2002,中鋼,"202,966,854","69,505",39.60,40.15,38.80,38.95,-,0.15,38.95,39.00
10,2014,中鴻,"195,435,383","75,946",60.80,62.60,58.70,60.10,+,1.30,60.10,60.20
11,1313,聯成,"185,886,942","64,533",30.80,32.30,27.20,27.50,-,2.40,27.50,27.55
12,2409,友達,"183,001,327","42,364",22.30,23.15,22.30,22.60,+,0.35,22.60,22.65
13,1718,中纖,"164,164,573","34,694",11.65,12.55,11.35,11.45,-,0.25,11.40,11.45
14,1308,亞聚,"156,143,015","50,880",42.35,42.35,37.00,37.70,-,0.80,37.70,37.75
15,2615,萬海,"154,739,817","102,049",344.50,348.00,310.50,326.50,-,9.50,326.50,327.00
16,1305,華夏,"121,395,358","47,831",43.10,45.65,38.70,39.05,-,2.55,39.05,39.10
17,2617,台航,"118,949,254","63,354",74.20,78.00,70.30,73.80,+,1.90,73.70,73.80
18,1802,台玻,"116,536,785","51,518",38.50,40.00,36.30,37.35,-,0.35,37.35,37.40
19,00893,國泰智能電動車,"114,957,291","33,980",15.00,15.02,14.96,14.97,-,0.10,14.96,14.97
20,1309,台達化,"106,024,291","39,825",50.80,52.70,45.65,45.80,-,2.15,45.75,45.80
