排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"246,907,863","73,248",27.65,29.00,27.60,28.90,+,1.75,28.85,28.90
2,2618,長榮航,"194,342,864","57,684",35.00,35.80,34.65,35.35,+,0.90,35.35,35.40
3,1605,華新,"180,397,708","62,831",39.00,42.75,38.95,42.75,+,3.85,42.75,0.00
4,1708,東鹼,"132,773,228","68,402",72.50,73.10,68.30,68.70,-,3.00,68.70,68.80
5,00632R,元大台灣50反1,"110,554,433","4,368",5.38,5.39,5.35,5.38,-,0.05,5.38,5.39
6,6443,元晶,"99,236,693","51,888",47.45,48.80,46.05,47.40,+,0.20,47.40,47.45
7,1760,寶齡富錦,"70,600,626","39,387",149.50,160.00,141.00,160.00,+,10.50,159.00,160.00
8,2303,聯電,"70,240,272","30,299",46.75,47.15,46.60,46.65,+,0.45,46.65,46.70
9,00637L,元大滬深300正2,"63,286,887","6,314",16.88,17.15,16.72,16.77,+,0.01,16.77,16.78
10,2603,長榮,"62,583,545","26,579",140.00,142.50,139.50,141.50,+,3.50,141.50,142.00
11,2888,新光金,"58,525,670","18,032",10.45,10.60,10.30,10.35,+,0.05,10.35,10.40
12,2834,臺企銀,"49,969,470","11,471",12.70,12.80,12.55,12.60,+,0.05,12.60,12.65
13,2409,友達,"46,842,941","9,625",18.70,18.95,18.55,18.55,+,0.15,18.55,18.60
14,1609,大亞,"46,685,575","19,517",30.00,31.10,29.60,30.80,+,0.90,30.75,30.80
15,5608,四維航,"44,575,429","23,928",46.15,48.95,46.00,47.25,+,1.85,47.25,47.30
16,2637,慧洋-KY,"43,304,119","24,617",97.00,101.50,96.00,98.50,+,2.70,98.20,98.50
17,1513,中興電,"42,064,281","20,092",55.80,58.00,54.90,57.30,+,2.00,57.20,57.30
18,3481,群創,"41,130,116","10,385",15.55,15.75,15.40,15.40,+,0.05,15.40,15.45
19,2891,中信金,"41,114,435","14,393",28.90,29.20,28.70,28.95,+,0.20,28.90,28.95
20,2883,開發金,"39,437,465","13,913",18.55,18.80,18.45,18.50,,0.00,18.50,18.55
