排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"280,613,149","138,567",136.50,137.50,126.50,128.50,-,7.50,128.50,129.00
2,2303,聯電,"259,821,175","96,807",62.80,64.50,62.60,64.10,+,1.00,64.10,64.20
3,2609,陽明,"164,203,338","85,237",134.00,134.50,125.00,125.00,-,8.50,125.00,125.50
4,3481,群創,"133,953,758","27,164",17.15,17.55,17.05,17.20,-,0.05,17.20,17.25
5,2002,中鋼,"121,328,565","40,639",38.25,38.65,37.75,37.75,-,0.40,37.75,37.80
6,2409,友達,"105,244,102","21,200",17.70,18.10,17.60,17.80,+,0.20,17.80,17.85
7,2371,大同,"104,745,234","32,589",30.55,32.30,30.45,31.70,+,1.15,31.65,31.70
8,00632R,元大台灣50反1,"103,762,913","4,896",5.48,5.48,5.43,5.44,-,0.02,5.44,5.45
9,00637L,元大滬深300正2,"100,935,256","18,910",19.34,20.74,19.07,20.35,+,1.23,20.35,20.36
10,2615,萬海,"91,065,378","57,431",248.50,250.50,232.00,235.00,-,13.00,234.50,235.00
11,4919,新唐,"90,264,553","59,313",155.50,170.00,155.00,167.00,+,12.00,166.50,167.00
12,2887,台新金,"72,847,917","16,974",19.40,19.70,19.20,19.25,-,0.10,19.25,19.30
13,5608,四維航,"70,714,509","36,176",67.10,67.80,61.50,61.90,-,5.80,61.90,62.00
14,2007,燁興,"67,836,642","29,857",31.00,32.50,30.70,31.50,+,0.50,31.45,31.50
15,2834,臺企銀,"66,311,004","9,405",9.66,9.76,9.64,9.73,+,0.04,9.72,9.73
16,2344,華邦電,"64,293,116","21,521",29.60,30.70,29.45,30.55,+,1.05,30.55,30.60
17,2023,燁輝,"55,296,177","22,809",32.90,34.15,32.50,32.50,-,0.20,32.50,32.55
18,2884,玉山金,"55,122,184","22,934",26.55,26.55,26.00,26.05,-,0.55,26.05,26.10
19,2883,開發金,"44,366,103","7,796",14.10,14.20,14.00,14.10,-,0.10,14.05,14.10
20,3035,智原,"43,875,934","26,104",99.90,109.00,99.60,109.00,+,9.80,109.00,0.00
