排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"428,366,872","113,120",28.65,29.50,28.15,29.20,+,1.65,29.15,29.20
2,2618,長榮航,"407,382,975","109,824",32.55,34.00,31.70,33.55,+,2.55,33.55,33.60
3,2603,長榮,"311,757,278","147,168",146.00,148.00,138.50,146.50,+,3.50,146.50,147.00
4,00632R,元大台灣50反1,"291,551,126","16,323",5.30,5.33,5.26,5.27,-,0.17,5.27,5.28
5,00637L,元大滬深300正2,"176,424,588","23,266",16.58,16.78,16.01,16.45,+,1.35,16.45,16.46
6,2609,陽明,"173,223,193","75,559",130.00,134.00,126.50,133.00,+,6.00,133.00,133.50
7,2883,開發金,"119,407,867","26,812",18.35,18.75,18.30,18.65,+,0.80,18.60,18.65
8,2409,友達,"111,188,811","24,428",21.40,21.45,20.95,21.25,+,0.10,21.25,21.30
9,2303,聯電,"106,648,904","37,310",52.40,52.80,52.20,52.60,+,1.80,52.60,52.70
10,3481,群創,"99,952,341","20,132",17.40,17.70,17.20,17.65,+,0.55,17.60,17.65
11,2371,大同,"80,596,262","25,697",34.20,34.80,33.50,34.55,+,0.65,34.50,34.55
12,2344,華邦電,"73,188,884","29,885",33.95,35.00,33.65,34.90,+,2.25,34.90,34.95
13,2888,新光金,"71,921,327","10,801",10.30,10.40,10.30,10.35,+,0.15,10.30,10.35
14,2330,台積電,"65,820,899","65,468",578.00,583.00,575.00,582.00,+,24.00,581.00,582.00
15,6477,安集,"65,518,337","34,096",66.30,66.50,61.50,63.20,+,0.70,63.10,63.20
16,00893,國泰智能電動車,"64,011,068","14,563",13.77,13.88,13.75,13.88,+,0.85,13.88,13.89
17,2891,中信金,"62,511,421","15,793",27.90,28.15,27.25,27.60,+,0.65,27.60,27.65
18,1609,大亞,"52,376,189","19,919",26.00,26.30,25.10,25.80,-,0.45,25.80,25.85
19,2906,高林,"47,436,985","19,566",29.50,29.50,27.75,28.50,+,0.05,28.50,28.55
20,3006,晶豪科,"47,152,807","26,649",166.00,174.00,166.00,174.00,+,15.50,174.00,0.00
