排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2409,友達,"160,105,455","61,721",17.15,17.45,16.30,16.80,-,0.30,16.75,16.80
2,1605,華新,"104,166,112","50,421",42.20,43.20,41.70,42.00,-,0.50,42.00,42.05
3,00632R,元大台灣50反1,"101,894,545","3,962",5.93,5.96,5.92,5.94,+,0.04,5.94,5.95
4,3481,群創,"78,176,866","26,705",11.60,11.85,11.15,11.40,-,0.25,11.40,11.45
5,00878,國泰永續高股息,"73,918,839","46,115",16.91,16.91,16.78,16.80,-,0.12,16.80,16.81
6,2609,陽明,"73,783,506","36,516",68.50,70.20,66.80,68.90,+,0.40,68.90,69.00
7,2618,長榮航,"71,292,603","24,605",34.90,35.10,34.40,35.10,,0.00,35.05,35.10
8,00637L,元大滬深300正2,"71,214,562","9,387",16.20,16.20,15.81,16.03,-,0.24,16.03,16.04
9,2603,長榮,"61,264,204","39,214",172.00,173.50,166.50,166.50,-,6.00,166.50,167.00
10,2610,華航,"59,935,291","16,664",22.75,22.90,22.40,22.70,,0.00,22.70,22.75
11,2498,宏達電,"56,600,529","27,606",62.80,64.50,62.20,64.50,+,1.70,64.40,64.50
12,2303,聯電,"51,769,681","20,722",39.85,39.95,39.30,39.60,-,0.55,39.55,39.60
13,2002,中鋼,"48,487,853","24,680",28.40,28.45,27.90,28.35,-,0.25,28.30,28.35
14,0056,元大高股息,"46,998,178","36,412",27.97,27.97,27.54,27.64,-,0.34,27.63,27.64
15,2615,萬海,"39,283,496","22,846",74.70,79.70,73.60,78.30,+,3.20,78.20,78.30
16,1101,台泥,"39,102,889","18,632",38.45,38.55,38.00,38.10,-,0.45,38.10,38.15
17,2891,中信金,"32,899,022","11,269",22.10,22.15,22.00,22.05,-,0.15,22.05,22.10
18,3046,建碁,"31,238,563","18,833",44.30,47.35,43.75,47.35,+,4.05,47.30,47.35
19,2324,仁寶,"30,469,307","6,442",22.60,22.60,22.25,22.25,-,0.45,22.25,22.30
20,2887,台新金,"27,785,596","17,001",14.80,14.80,14.60,14.65,-,0.15,14.65,14.70
