排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"376,197,401","174,917",152.50,153.50,140.00,140.50,-,13.50,140.50,141.00
2,2609,陽明,"256,173,773","126,817",145.50,147.00,134.00,136.00,-,9.50,136.00,136.50
3,2409,友達,"193,871,165","40,036",21.15,21.60,20.80,21.15,+,0.45,21.15,21.20
4,3481,群創,"162,683,185","37,818",19.65,19.90,19.50,19.55,+,0.10,19.55,19.60
5,2303,聯電,"137,792,338","42,572",54.00,54.40,53.60,53.70,+,1.00,53.70,53.80
6,00637L,元大滬深300正2,"124,461,913","25,651",24.29,24.29,21.70,21.70,-,2.66,21.69,21.70
7,2888,新光金,"114,870,148","12,034",9.96,10.05,9.88,9.89,-,0.01,9.89,9.90
8,2615,萬海,"99,324,727","59,705",239.00,239.50,216.00,216.50,-,23.50,216.50,217.00
9,00632R,元大台灣50反1,"85,783,644","3,713",5.53,5.59,5.51,5.58,+,0.04,5.58,5.59
10,2882,國泰金,"83,691,025","28,305",58.30,58.70,56.10,56.20,X,0.00,56.20,56.30
11,2881,富邦金,"78,260,614","36,355",82.20,82.70,78.50,78.50,X,0.00,78.50,78.60
12,2328,廣宇,"73,499,613","30,456",41.20,44.90,41.15,44.90,+,4.05,44.90,0.00
13,2883,開發金,"71,437,677","14,669",14.50,14.70,14.20,14.25,-,0.15,14.20,14.25
14,2340,光磊,"71,153,411","26,842",34.25,36.85,33.25,36.85,+,3.35,36.85,0.00
15,2401,凌陽,"68,398,324","35,066",46.00,47.45,45.20,46.50,+,1.60,46.45,46.50
16,3545,敦泰,"68,259,752","48,527",275.00,290.00,274.50,276.00,+,5.50,276.00,276.50
17,6116,彩晶,"67,656,446","16,596",20.10,20.75,20.00,20.15,+,0.25,20.15,20.20
18,4956,光鋐,"63,999,579","29,178",32.00,33.45,30.40,31.10,-,0.05,31.10,31.15
19,2344,華邦電,"61,695,806","19,299",33.95,34.35,33.70,33.75,+,0.20,33.75,33.80
20,4919,新唐,"60,262,076","35,601",145.00,155.00,142.50,155.00,+,14.00,155.00,0.00
