排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2888,新光金,"287,927,262","37,051",11.20,11.50,11.10,11.35,+,0.25,11.35,11.40
2,2883,開發金,"201,500,411","45,077",18.20,18.60,18.00,18.45,+,0.20,18.45,18.50
3,2610,華航,"193,248,174","60,980",26.60,26.65,25.25,25.25,-,1.05,25.20,25.25
4,2603,長榮,"155,994,474","73,710",135.50,136.00,128.00,128.50,-,5.50,128.50,129.00
5,2614,東森,"110,519,345","50,504",40.25,42.15,39.80,41.75,+,2.25,41.75,41.80
6,2409,友達,"93,891,152","21,503",23.20,23.30,22.60,22.65,-,0.20,22.65,22.70
7,00632R,元大台灣50反1,"86,030,319","3,098",5.08,5.11,5.07,5.08,-,0.03,5.08,5.09
8,2618,長榮航,"83,064,291","29,989",26.35,26.55,25.25,25.30,-,0.85,25.30,25.35
9,2303,聯電,"74,326,930","32,024",62.70,62.80,61.80,61.90,-,0.20,61.90,62.00
10,2891,中信金,"65,537,576","21,562",27.10,27.75,27.05,27.40,,0.00,27.35,27.40
11,2834,臺企銀,"62,841,880","12,687",10.55,10.65,10.40,10.55,+,0.05,10.55,10.60
12,3714,富采,"60,823,446","45,832",95.10,97.50,91.60,92.70,,0.00,92.70,92.80
13,2608,嘉里大榮,"56,646,758","31,798",49.45,53.80,49.30,50.00,-,0.20,49.95,50.00
14,3481,群創,"56,247,484","12,314",19.20,19.25,18.80,18.90,-,0.05,18.85,18.90
15,2609,陽明,"54,098,310","27,703",113.50,114.00,107.50,108.00,-,4.00,108.00,108.50
16,2498,宏達電,"53,630,983","27,318",73.40,74.40,70.50,72.00,-,0.30,72.00,72.20
17,2882,國泰金,"49,410,447","20,624",64.40,65.00,63.80,64.70,+,0.20,64.60,64.70
18,2358,廷鑫,"42,311,927","19,247",25.55,27.40,25.50,26.30,+,0.80,26.30,26.35
19,2881,富邦金,"41,020,127","25,726",79.90,80.40,78.80,80.00,+,0.10,79.90,80.00
20,2330,台積電,"40,832,298","39,164",657.00,660.00,650.00,660.00,+,9.00,659.00,660.00
