排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"359,383,085","18,853",6.44,6.52,6.42,6.52,+,0.28,6.51,6.52
2,00878,國泰永續高股息,"141,896,628","88,232",15.87,15.87,15.77,15.78,-,0.29,15.77,15.78
3,3481,群創,"112,469,013","29,511",11.05,11.45,10.80,11.45,X,0.00,11.45,11.50
4,2330,台積電,"109,842,903","210,614",408.00,412.50,401.00,401.50,-,36.50,401.50,402.00
5,0056,元大高股息,"103,040,566","56,483",25.90,25.98,25.75,25.85,-,0.43,25.84,25.85
6,2303,聯電,"97,839,900","41,843",36.30,36.40,35.30,35.40,-,2.65,35.40,35.45
7,00637L,元大滬深300正2,"96,658,888","12,508",15.22,15.24,15.01,15.05,-,1.39,15.05,15.06
8,00673R,期元大S&P原油反1,"87,832,296","7,170",8.20,8.26,8.13,8.26,-,0.14,8.25,8.26
9,2409,友達,"71,435,572","25,169",16.15,16.70,15.90,16.45,X,0.00,16.40,16.45
10,2882,國泰金,"58,570,988","11,583",39.70,39.95,39.35,39.60,-,0.90,39.60,39.65
11,2610,華航,"55,198,856","17,618",20.00,20.15,19.40,19.50,-,0.85,19.50,19.55
12,2618,長榮航,"53,210,377","21,554",28.80,28.90,27.55,28.10,-,1.05,28.10,28.15
13,2884,玉山金,"52,711,123","32,977",25.00,25.00,24.35,24.40,-,0.90,24.40,24.50
14,1605,華新,"50,790,813","22,105",38.05,38.25,36.70,36.85,-,2.25,36.85,36.90
15,074025,臺股指元大24購11,"48,559,000",798,0.17,0.17,0.10,0.11,-,0.12,0.11,0.12
16,2603,長榮,"44,325,705","20,200",153.50,158.00,153.00,156.00,+,0.50,155.50,156.00
17,2891,中信金,"42,173,402","10,185",20.20,20.30,20.00,20.10,-,0.35,20.05,20.10
18,2883,開發金,"41,574,521","8,301",12.10,12.25,11.95,12.15,-,0.20,12.10,12.15
19,2609,陽明,"41,147,851","18,079",63.50,64.90,63.10,63.70,-,1.40,63.70,63.80
20,00671R,富邦NASDAQ反1,"40,353,689","2,017",6.74,6.80,6.72,6.80,+,0.33,6.79,6.80
