排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"514,172,286","144,917",31.20,31.25,29.00,29.00,-,2.70,29.00,29.05
2,2618,長榮航,"403,827,780","123,701",34.30,34.50,32.40,32.40,-,2.60,32.40,32.45
3,2603,長榮,"249,069,026","101,369",143.00,147.50,143.00,147.00,+,5.50,146.50,147.00
4,3481,群創,"141,982,081","31,293",16.75,17.30,16.60,17.25,+,0.45,17.25,17.30
5,2027,大成鋼,"122,136,242","51,301",49.80,54.00,49.65,53.00,+,3.65,52.90,53.00
6,2002,中鋼,"106,731,378","32,484",35.65,36.65,35.50,36.45,+,0.80,36.40,36.45
7,00878,國泰永續高股息,"103,146,871","30,233",19.70,19.78,19.61,19.75,+,0.05,19.74,19.75
8,2888,新光金,"103,143,116","86,597",11.80,11.80,11.65,11.75,-,0.15,11.70,11.75
9,2609,陽明,"102,001,908","48,602",117.50,121.00,117.00,119.50,+,3.00,119.50,120.00
10,00632R,元大台灣50反1,"93,391,066","3,512",5.11,5.13,5.07,5.08,,0.00,5.08,5.09
11,2344,華邦電,"87,192,232","38,840",35.60,35.65,34.50,34.75,-,1.20,34.75,34.80
12,2409,友達,"85,526,347","23,125",20.30,21.20,20.15,21.10,+,0.70,21.10,21.15
13,2303,聯電,"77,342,367","34,355",53.30,54.40,53.00,53.80,+,0.10,53.80,53.90
14,5608,四維航,"73,007,206","39,902",45.60,47.40,43.80,43.80,-,0.50,43.80,43.85
15,2014,中鴻,"69,609,746","33,833",40.00,43.15,39.90,42.75,+,2.90,42.70,42.75
16,2615,萬海,"66,624,902","39,578",195.00,200.00,194.50,195.00,+,0.50,195.00,195.50
17,1708,東鹼,"48,394,017","21,258",39.50,40.35,38.90,39.75,+,0.50,39.70,39.75
18,2607,榮運,"47,766,628","15,785",35.50,36.65,34.90,36.65,+,3.30,36.65,0.00
19,2883,開發金,"47,367,148","13,564",19.40,19.60,19.40,19.60,+,0.10,19.55,19.60
20,6251,定穎,"47,040,380","19,681",24.50,25.00,23.40,24.60,+,0.65,24.60,24.65
