排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"168,899,481","39,657",22.40,23.30,22.15,22.80,+,0.55,22.75,22.80
2,00632R,元大台灣50反1,"153,600,681","6,978",5.80,5.81,5.71,5.72,-,0.05,5.72,5.73
3,2618,長榮航,"91,467,124","27,482",33.00,34.45,32.85,33.75,+,0.75,33.75,33.80
4,00637L,元大滬深300正2,"86,900,867","10,301",16.48,17.13,16.45,17.13,+,0.63,17.13,17.14
5,2603,長榮,"77,769,821","37,083",87.20,89.00,85.50,88.30,+,0.30,88.20,88.30
6,2498,宏達電,"74,038,001","36,189",58.90,63.00,58.80,62.30,+,3.20,62.30,62.40
7,2388,威盛,"64,681,234","31,710",82.30,90.50,81.20,90.50,+,8.20,90.50,0.00
8,2888,新光金,"60,164,211","9,604",8.80,8.84,8.71,8.79,-,0.04,8.79,8.80
9,1605,華新,"59,876,935","18,799",39.15,40.00,38.75,39.70,+,0.55,39.70,39.75
10,2609,陽明,"54,338,339","27,796",78.00,79.20,76.60,78.90,,0.00,78.90,79.00
11,2409,友達,"53,743,432","11,116",16.20,16.75,16.15,16.75,+,0.35,16.70,16.75
12,2367,燿華,"53,703,275","17,585",23.45,23.60,22.40,23.20,+,0.20,23.15,23.20
13,00673R,期元大S&P原油反1,"53,509,377","3,359",8.21,8.27,8.18,8.19,+,0.23,8.19,8.20
14,2330,台積電,"50,999,514","24,054",492.00,505.00,492.00,505.00,+,9.00,504.00,505.00
15,3481,群創,"50,168,693","7,734",11.85,12.10,11.80,12.10,+,0.15,12.10,12.15
16,6770,力積電,"48,111,737","10,442",33.80,34.45,33.40,34.45,+,0.45,34.40,34.45
17,2303,聯電,"47,132,681","15,530",40.05,41.20,39.90,41.10,+,0.70,41.05,41.10
18,2891,中信金,"43,027,333","6,035",23.20,23.70,23.20,23.50,+,0.25,23.50,23.55
19,00878,國泰永續高股息,"41,233,271","14,237",16.96,17.05,16.92,17.03,+,0.05,17.02,17.03
20,2887,台新金,"40,784,943","6,822",15.15,15.30,15.10,15.20,,0.00,15.20,15.25
