排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2618,長榮航,"275,416,488","84,500",33.30,34.15,32.60,33.50,-,0.05,33.50,33.55
2,2610,華航,"229,819,364","67,860",28.85,29.10,28.30,28.60,-,0.60,28.60,28.65
3,2883,開發金,"228,286,627","23,577",18.80,19.05,18.60,19.05,+,0.40,19.00,19.05
4,2371,大同,"172,103,070","32,488",34.75,36.20,34.65,34.80,+,0.25,34.75,34.80
5,2603,長榮,"165,238,709","75,350",145.00,145.50,140.00,141.00,-,5.50,141.00,141.50
6,2888,新光金,"139,242,939","14,486",10.40,10.60,10.35,10.60,+,0.25,10.55,10.60
7,2834,臺企銀,"125,127,560","24,195",11.60,12.00,11.55,11.75,+,0.30,11.75,11.80
8,2609,陽明,"116,201,728","51,921",132.50,132.50,128.50,130.00,-,3.00,130.00,130.50
9,00632R,元大台灣50反1,"108,838,154","3,549",5.27,5.31,5.27,5.30,+,0.03,5.29,5.30
10,2891,中信金,"100,552,292","21,477",28.35,28.60,28.00,28.15,+,0.55,28.10,28.15
11,2344,華邦電,"89,609,180","30,654",34.90,36.00,34.55,35.50,+,0.60,35.45,35.50
12,00637L,元大滬深300正2,"87,374,098","12,240",16.05,16.20,15.83,16.20,-,0.25,16.19,16.20
13,2409,友達,"85,536,423","16,869",21.05,21.15,20.80,21.05,-,0.20,21.05,21.10
14,2317,鴻海,"82,471,801","19,378",105.00,106.00,103.50,106.00,+,2.00,105.50,106.00
15,00673R,期元大S&P原油反1,"82,187,556","9,857",8.53,8.53,8.34,8.42,-,0.80,8.41,8.42
16,3006,晶豪科,"80,364,049","55,633",175.00,181.00,172.50,176.50,+,2.50,176.50,177.00
17,4960,誠美材,"72,076,188","6,973",12.55,12.90,12.30,12.55,-,0.05,12.55,12.60
18,3481,群創,"71,310,422","15,710",17.65,17.65,17.25,17.30,-,0.35,17.30,17.35
19,2303,聯電,"66,366,735","22,183",52.70,53.00,52.50,52.80,+,0.20,52.70,52.80
20,2002,中鋼,"61,727,023","19,217",38.90,39.20,38.80,39.05,+,0.20,39.00,39.05
