排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"534,944,681","117,674",27.90,28.75,27.55,28.50,+,0.10,28.50,28.55
2,2618,長榮航,"320,035,281","86,304",27.50,28.95,27.20,28.65,+,0.75,28.60,28.65
3,2603,長榮,"236,128,166","104,073",147.00,149.00,142.50,143.50,-,0.50,143.00,143.50
4,3481,群創,"182,542,240","39,538",19.15,19.20,18.65,18.85,-,0.10,18.85,18.90
5,2303,聯電,"145,655,452","53,570",68.20,68.20,66.50,66.50,,0.00,66.50,66.60
6,2409,友達,"136,292,405","30,590",22.05,22.20,21.70,21.90,,0.00,21.90,21.95
7,2609,陽明,"133,479,920","59,083",129.50,131.50,125.00,127.00,+,0.50,126.50,127.00
8,2615,萬海,"105,359,209","76,574",197.00,203.00,192.00,197.00,+,6.00,196.50,197.00
9,00632R,元大台灣50反1,"101,059,825","5,741",5.23,5.26,5.22,5.26,-,0.02,5.25,5.26
10,2498,宏達電,"79,211,591","41,926",86.00,86.80,81.10,81.30,-,2.70,81.30,81.40
11,2888,新光金,"76,157,358","9,867",10.90,10.90,10.75,10.80,,0.00,10.80,10.85
12,2014,中鴻,"70,436,999","33,046",39.75,41.00,39.00,39.15,+,0.15,39.15,39.20
13,2883,開發金,"65,374,138","16,630",16.75,16.80,16.50,16.50,-,0.20,16.50,16.55
14,6443,元晶,"62,466,860","29,874",41.55,41.95,40.10,40.85,-,0.15,40.85,40.90
15,00715L,期街口布蘭特正2,"61,544,381","6,815",9.54,9.60,9.45,9.51,+,0.34,9.51,9.52
16,2891,中信金,"57,223,418","16,815",26.00,26.00,25.70,25.95,-,0.05,25.95,26.00
17,2002,中鋼,"52,550,307","19,750",34.50,34.85,34.10,34.10,-,0.25,34.10,34.15
18,00637L,元大滬深300正2,"51,586,761","7,853",22.43,22.86,22.08,22.74,+,0.41,22.74,22.75
19,2027,大成鋼,"51,147,724","29,365",48.55,49.50,47.60,47.60,-,0.35,47.60,47.65
20,2371,大同,"50,874,540","18,053",34.65,34.80,33.90,33.90,-,0.55,33.90,33.95
