排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"363,248,600","81,747",27.45,28.35,27.30,27.75,+,0.30,27.75,27.80
2,2618,長榮航,"236,435,981","59,526",26.50,27.00,25.75,25.80,-,0.60,25.80,25.85
3,2340,光磊,"222,384,393","102,035",58.60,66.20,57.60,58.00,-,2.20,58.00,58.10
4,2303,聯電,"136,648,850","56,573",64.50,64.50,62.90,63.20,-,1.50,63.20,63.30
5,2409,友達,"114,795,097","33,786",21.55,21.65,21.00,21.05,-,0.80,21.05,21.10
6,2498,宏達電,"113,815,416","62,513",85.00,85.50,78.10,78.40,-,8.30,78.40,78.50
7,3481,群創,"106,118,060","27,287",18.65,18.80,18.35,18.50,-,0.40,18.50,18.55
8,2603,長榮,"105,362,176","40,816",120.00,122.00,119.00,119.50,,0.00,119.50,120.00
9,2888,新光金,"104,402,769","15,945",11.35,11.45,11.20,11.25,-,0.15,11.20,11.25
10,2371,大同,"95,780,291","34,105",38.45,39.90,37.40,37.75,-,0.75,37.75,37.80
11,2344,華邦電,"90,836,071","36,431",31.65,32.20,31.00,31.30,-,0.45,31.25,31.30
12,1711,永光,"81,602,547","34,009",27.70,29.60,27.50,27.50,+,0.10,27.50,27.60
13,2883,開發金,"78,394,751","15,894",16.60,16.95,16.55,16.80,+,0.10,16.80,16.85
14,3049,和鑫,"76,991,929","20,902",15.95,16.00,14.60,14.70,-,0.45,14.70,14.75
15,00632R,元大台灣50反1,"75,043,682","4,467",5.30,5.33,5.30,5.33,+,0.06,5.32,5.33
16,2002,中鋼,"74,326,648","23,591",32.70,33.55,32.65,33.10,+,0.50,33.10,33.15
17,2609,陽明,"66,704,289","26,359",111.00,113.50,110.00,111.00,+,0.50,111.00,111.50
18,2014,中鴻,"58,417,197","23,366",33.55,36.10,33.50,35.20,+,1.80,35.15,35.20
19,4919,新唐,"55,999,450","34,170",138.50,148.50,137.50,143.00,+,5.50,143.00,143.50
20,3062,建漢,"51,545,869","24,851",35.60,36.35,32.60,33.45,-,2.25,33.40,33.45
