排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"507,389,998","212,961",140.00,141.50,126.50,132.00,-,7.50,132.00,132.50
2,2303,聯電,"237,426,777","89,120",59.70,61.00,58.80,59.90,+,0.10,59.90,60.00
3,2885,元大金,"199,782,806","56,938",25.45,25.50,23.80,24.25,-,1.35,24.20,24.25
4,3481,群創,"173,660,563","36,371",19.70,20.10,19.50,19.75,+,0.05,19.75,19.80
5,2344,華邦電,"146,626,882","57,625",33.25,33.25,31.35,31.85,-,1.80,31.85,31.90
6,2615,萬海,"135,933,225","77,789",227.00,228.00,205.00,217.00,-,8.00,216.50,217.00
7,2002,中鋼,"135,691,677","39,336",37.45,37.95,36.60,37.05,+,0.25,37.00,37.05
8,2610,華航,"131,152,778","25,420",17.70,18.00,17.20,17.45,-,0.35,17.40,17.45
9,00632R,元大台灣50反1,"129,391,524","6,977",5.58,5.63,5.55,5.59,+,0.02,5.59,5.60
10,2409,友達,"111,839,362","29,631",21.10,21.45,20.65,20.85,-,0.30,20.85,20.90
11,2883,開發金,"97,936,063","19,278",13.85,14.10,13.80,13.90,+,0.05,13.85,13.90
12,2890,永豐金,"86,248,864","10,816",14.20,14.30,14.15,14.20,,0.00,14.20,14.25
13,2618,長榮航,"83,827,857","21,938",19.20,19.35,18.30,18.45,-,0.95,18.45,18.50
14,8150,南茂,"81,922,492","40,603",55.60,59.20,53.20,54.00,,0.00,53.90,54.00
15,2027,大成鋼,"77,422,626","34,631",52.80,53.80,50.70,50.90,,0.00,50.90,51.00
16,00637L,元大滬深300正2,"68,147,880","10,465",22.49,22.99,22.27,22.41,+,0.61,22.41,22.42
17,2614,東森,"60,320,865","25,571",39.55,41.40,39.10,39.55,+,0.35,39.55,39.60
18,2888,新光金,"60,187,812","8,254",9.13,9.23,9.12,9.17,+,0.05,9.17,9.18
19,1101,台泥,"59,669,569","24,883",51.60,51.70,50.80,51.10,-,0.80,51.10,51.20
20,2834,臺企銀,"58,635,816","9,965",9.66,9.82,9.61,9.82,+,0.17,9.81,9.82
