排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"261,873,095","118,750",152.50,156.00,149.00,156.00,+,9.00,155.50,156.00
2,2610,華航,"200,341,840","55,633",25.35,25.85,24.90,25.65,+,1.15,25.60,25.65
3,2618,長榮航,"192,531,803","62,650",28.85,29.10,28.25,28.30,+,0.35,28.30,28.35
4,00632R,元大台灣50反1,"189,751,831","15,747",5.45,5.47,5.42,5.44,-,0.07,5.44,5.45
5,2609,陽明,"147,513,237","60,510",122.50,126.00,119.00,125.50,+,7.50,125.00,125.50
6,2607,榮運,"128,954,660","54,546",39.00,40.80,38.35,40.80,+,3.70,40.80,0.00
7,00637L,元大滬深300正2,"108,835,835","14,467",16.74,16.87,16.02,16.02,-,0.76,16.02,16.03
8,2888,新光金,"100,939,397","18,594",9.86,9.95,9.86,9.87,+,0.01,9.87,9.88
9,2409,友達,"100,811,605","24,804",21.50,21.60,21.05,21.05,-,0.15,21.05,21.10
10,2303,聯電,"98,203,213","51,585",50.80,52.20,50.50,51.80,+,2.10,51.80,51.90
11,3481,群創,"90,305,227","16,849",17.10,17.20,16.90,16.95,,0.00,16.95,17.00
12,00715L,期街口布蘭特正2,"68,485,448","13,063",28.80,29.28,28.13,28.74,+,1.78,28.73,28.74
13,3035,智原,"62,527,268","47,949",290.00,296.50,274.00,275.00,+,1.50,275.00,275.50
14,6443,元晶,"62,476,218","29,916",39.10,41.45,38.65,41.00,+,2.45,40.95,41.00
15,2883,開發金,"59,310,141","18,801",17.10,17.20,17.00,17.05,+,0.10,17.05,17.10
16,2330,台積電,"57,512,412","112,422",567.00,573.00,567.00,568.00,+,5.00,567.00,568.00
17,2002,中鋼,"54,471,648","29,788",37.75,38.20,37.40,37.95,+,0.55,37.95,38.00
18,2027,大成鋼,"54,030,501","32,374",50.30,51.00,49.00,49.45,-,0.65,49.45,49.50
19,00673R,期元大S&P原油反1,"52,982,075","6,090",7.43,7.51,7.36,7.44,-,0.23,7.43,7.44
20,2891,中信金,"52,928,940","19,065",25.70,26.20,25.70,25.75,+,0.15,25.75,25.80
