排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"580,464,332","249,498",136.00,144.50,131.50,144.50,+,13.00,144.50,0.00
2,2303,聯電,"437,075,578","132,593",53.90,55.00,53.30,54.60,+,2.80,54.60,54.70
3,2409,友達,"232,805,983","47,221",21.90,21.90,20.70,21.05,-,0.20,21.05,21.10
4,3481,群創,"200,685,874","39,566",19.55,19.60,18.70,18.90,-,0.25,18.90,18.95
5,2615,萬海,"190,664,079","109,022",235.00,248.00,227.00,248.00,+,22.50,248.00,0.00
6,4960,誠美材,"187,243,599","32,912",12.90,13.75,12.30,12.35,-,0.15,12.35,12.40
7,00632R,元大台灣50反1,"130,524,606","6,694",5.62,5.64,5.56,5.56,-,0.11,5.55,5.56
8,3037,欣興,"103,246,473","47,191",144.00,151.50,143.00,151.50,+,13.50,151.50,0.00
9,2888,新光金,"102,865,418","12,380",9.30,9.39,9.25,9.30,X,0.00,9.29,9.30
10,4919,新唐,"80,989,484","50,035",134.00,139.50,124.00,136.50,+,4.00,136.50,137.00
11,2002,中鋼,"67,395,083","22,981",35.60,36.45,35.20,36.30,+,1.00,36.25,36.30
12,5608,四維航,"62,214,144","33,679",51.50,54.40,49.45,54.40,+,4.90,54.40,0.00
13,3545,敦泰,"61,931,143","44,971",266.00,282.50,248.00,275.00,+,14.00,275.00,275.50
14,2601,益航,"61,287,948","20,795",17.80,18.55,17.40,18.10,+,0.70,18.10,18.15
15,2030,彰源,"58,322,748","27,335",43.05,45.45,42.10,44.40,+,1.80,44.35,44.40
16,00637L,元大滬深300正2,"56,196,798","8,562",21.75,21.78,20.89,21.09,+,0.53,21.09,21.10
17,2007,燁興,"54,926,907","23,602",29.40,31.75,28.80,31.75,+,2.85,31.75,0.00
18,2609,陽明,"54,595,224","24,327",121.00,129.50,120.00,129.50,+,11.50,129.50,0.00
19,3006,晶豪科,"50,828,005","32,601",179.00,190.00,172.50,188.50,+,13.50,188.00,188.50
20,2371,大同,"48,052,284","13,129",24.30,26.25,24.30,25.70,+,1.70,25.65,25.70
