排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,00632R,元大台灣50反1,"259,621,814","12,500",5.69,5.72,5.64,5.66,+,0.01,5.65,5.66
2,1524,耿鼎,"170,887,349","59,892",24.50,24.95,21.20,21.70,-,1.75,21.65,21.70
3,1605,華新,"150,329,103","64,673",43.50,44.90,43.00,44.70,+,2.15,44.65,44.70
4,2618,長榮航,"124,737,296","34,516",32.15,32.50,31.70,32.35,-,0.30,32.30,32.35
5,2603,長榮,"105,909,358","42,825",129.00,132.00,128.50,131.50,+,1.00,131.50,132.00
6,00637L,元大滬深300正2,"89,697,752","11,547",16.61,17.01,16.56,16.76,-,0.13,16.75,16.76
7,2610,華航,"79,141,162","25,764",25.10,25.35,24.80,25.30,-,0.20,25.30,25.35
8,2303,聯電,"66,413,467","30,057",49.25,49.70,49.10,49.60,-,0.40,49.55,49.60
9,00893,國泰智能電動車,"62,831,396","16,660",12.57,12.61,12.51,12.58,-,0.38,12.57,12.58
10,3481,群創,"58,927,987","8,729",13.30,13.60,13.25,13.60,+,0.05,13.55,13.60
11,2891,中信金,"49,293,307","9,901",25.60,26.15,25.50,26.00,+,0.45,25.95,26.00
12,2609,陽明,"47,743,088","24,143",119.00,124.00,119.00,123.50,+,3.00,123.00,123.50
13,1568,倉佑,"46,056,705","21,280",31.45,32.10,27.50,28.10,-,2.35,28.10,28.15
14,1522,堤維西,"45,124,072","19,810",29.70,30.30,27.20,27.55,-,2.35,27.50,27.55
15,2888,新光金,"44,066,839","8,893",9.15,9.25,9.14,9.22,+,0.06,9.22,9.23
16,00878,國泰永續高股息,"43,764,748","20,956",17.30,17.40,17.23,17.35,+,0.01,17.34,17.35
17,2409,友達,"41,407,606","10,314",17.00,17.10,16.85,17.00,-,0.20,16.95,17.00
18,3062,建漢,"40,588,724","19,999",24.65,26.60,24.45,26.00,+,1.80,25.95,26.00
19,2883,開發金,"39,843,973","10,804",15.40,15.65,15.30,15.55,+,0.05,15.50,15.55
20,2368,金像電,"39,014,083","27,294",93.30,93.50,87.80,91.00,-,2.70,91.00,91.10
