排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2498,宏達電,"90,147,281","42,622",65.40,66.40,63.90,64.20,-,1.30,64.10,64.20
2,00632R,元大台灣50反1,"78,647,699","3,732",5.64,5.65,5.61,5.61,+,0.01,5.61,5.62
3,3481,群創,"71,559,678","14,194",11.75,11.75,11.35,11.35,-,0.50,11.35,11.40
4,3047,訊舟,"66,749,420","23,313",18.00,18.65,17.65,17.90,-,0.10,17.90,17.95
5,00637L,元大滬深300正2,"65,405,445","8,764",17.34,17.41,16.96,17.00,-,0.33,17.00,17.01
6,1605,華新,"63,018,543","25,832",37.60,38.35,37.10,38.20,+,0.10,38.15,38.20
7,3035,智原,"60,229,719","44,426",173.50,193.00,171.00,189.00,+,13.50,188.50,189.00
8,6770,力積電,"44,005,100","11,707",36.30,36.40,35.70,35.80,-,0.50,35.80,35.95
9,2603,長榮,"43,958,094","23,346",97.90,99.40,97.50,97.80,-,0.50,97.80,97.90
10,2303,聯電,"37,790,290","15,244",42.10,42.50,42.05,42.50,-,0.35,42.45,42.50
11,00878,國泰永續高股息,"36,065,571","14,280",17.11,17.15,17.05,17.15,+,0.04,17.15,17.16
12,2409,友達,"34,464,356","9,004",16.00,16.00,15.70,15.70,-,0.45,15.70,15.75
13,2891,中信金,"33,748,546","15,341",24.80,24.85,24.45,24.45,-,0.45,24.45,24.50
14,2618,長榮航,"33,399,820","7,937",32.10,32.30,31.80,32.30,+,0.10,32.25,32.30
15,3037,欣興,"33,019,003","19,848",156.00,160.50,153.00,160.00,+,1.00,159.50,160.00
16,2027,大成鋼,"33,012,593","13,564",39.70,40.90,39.70,40.65,+,1.10,40.60,40.65
17,1795,美時,"31,859,528","19,142",168.00,184.50,167.00,184.50,+,16.50,184.50,0.00
18,1760,寶齡富錦,"31,398,999","21,026",142.50,154.00,142.50,149.00,+,8.00,149.00,149.50
19,00900,富邦特選高股息30,"29,710,054","9,099",10.99,11.03,10.97,11.03,,0.00,11.02,11.03
20,1524,耿鼎,"29,234,039","11,710",26.55,26.90,26.30,26.85,+,0.30,26.85,26.90
