排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"431,046,214","217,133",161.50,171.00,159.00,159.00,-,1.50,159.00,159.50
2,2609,陽明,"295,655,998","130,593",126.00,137.50,123.50,133.00,+,8.00,132.50,133.00
3,2618,長榮航,"248,932,405","70,274",32.10,33.05,31.85,32.05,-,0.65,32.05,32.10
4,2610,華航,"231,315,490","55,298",28.15,29.20,27.80,28.35,-,0.05,28.35,28.40
5,2883,開發金,"170,046,788","66,076",18.25,18.25,17.90,17.90,-,0.55,17.90,17.95
6,00632R,元大台灣50反1,"126,017,792","5,699",5.23,5.25,5.20,5.23,+,0.06,5.22,5.23
7,2888,新光金,"100,337,619","19,129",10.65,10.70,10.55,10.55,-,0.25,10.55,10.60
8,2409,友達,"94,292,581","22,616",20.95,21.60,20.90,21.20,+,0.10,21.15,21.20
9,2615,萬海,"91,788,079","70,993",192.00,205.00,189.00,192.00,,0.00,192.00,192.50
10,00893,國泰智能電動車,"81,443,676","30,820",13.61,13.66,13.50,13.55,-,0.50,13.54,13.55
11,3481,群創,"74,045,434","17,796",16.90,17.25,16.85,16.90,-,0.10,16.90,16.95
12,2002,中鋼,"67,511,715","34,586",38.55,38.75,38.30,38.40,-,0.20,38.40,38.45
13,2009,第一銅,"67,281,458","33,252",47.50,51.70,47.15,51.00,+,3.95,51.00,51.10
14,2330,台積電,"65,235,167","206,731",595.00,597.00,592.00,595.00,-,7.00,594.00,595.00
15,00637L,元大滬深300正2,"64,889,591","11,647",18.80,18.84,18.27,18.32,-,0.66,18.32,18.33
16,00715L,期街口布蘭特正2,"58,533,815","9,853",22.35,22.35,21.20,21.64,-,1.65,21.64,21.65
17,2891,中信金,"56,960,709","15,699",27.60,27.70,27.25,27.35,-,0.60,27.30,27.35
18,1605,華新,"56,771,914","24,866",29.85,30.95,29.20,30.05,+,0.20,30.05,30.10
19,3006,晶豪科,"50,627,549","36,166",172.00,175.50,169.00,169.00,-,2.50,169.00,169.50
20,2607,榮運,"46,982,002","23,184",39.00,39.40,37.25,37.35,-,1.55,37.35,37.40
