排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2498,宏達電,"135,546,759","66,275",64.70,67.80,63.50,66.60,+,1.90,66.60,66.70
2,00632R,元大台灣50反1,"122,254,694","5,161",5.89,5.90,5.84,5.85,-,0.02,5.85,5.86
3,2002,中鋼,"114,240,827","31,537",30.75,31.35,30.65,31.30,+,0.50,31.30,31.35
4,2303,聯電,"103,298,465","47,398",41.30,41.35,40.20,40.50,-,1.95,40.50,40.55
5,2388,威盛,"86,729,627","42,066",65.60,72.80,65.20,72.80,+,6.60,72.80,0.00
6,1605,華新,"84,300,239","31,387",31.60,33.90,31.35,33.45,+,1.40,33.40,33.45
7,2603,長榮,"75,318,197","42,707",93.80,93.80,90.80,92.10,-,2.10,92.10,92.20
8,00673R,期元大S&P原油反1,"61,222,618","3,935",8.26,8.37,8.23,8.35,+,0.21,8.34,8.35
9,3481,群創,"60,095,345","7,926",11.05,11.20,10.90,11.05,-,0.15,11.05,11.10
10,2618,長榮航,"46,358,251","16,974",34.05,34.15,33.35,33.95,-,0.20,33.95,34.00
11,2409,友達,"46,139,158","9,507",14.70,14.80,14.35,14.45,-,0.40,14.45,14.50
12,00637L,元大滬深300正2,"43,939,320","5,724",17.91,18.07,17.78,17.88,-,0.12,17.88,17.89
13,2317,鴻海,"41,471,982","14,188",106.00,108.00,105.50,107.50,+,1.50,107.50,108.00
14,2609,陽明,"40,036,982","31,790",88.80,88.80,86.20,86.90,-,2.60,86.80,86.90
15,3035,智原,"35,724,105","30,184",180.00,183.00,175.00,181.50,+,1.00,181.50,182.00
16,1795,美時,"34,678,948","20,764",148.00,152.50,145.00,149.50,+,5.00,149.00,149.50
17,2884,玉山金,"33,336,250","11,393",29.15,29.50,29.00,29.15,+,0.10,29.15,29.20
18,2610,華航,"32,881,251","11,490",23.10,23.10,22.70,22.80,-,0.40,22.80,22.85
19,9945,潤泰新,"32,316,891","30,246",58.00,59.60,55.80,59.60,+,1.60,59.50,59.60
20,2891,中信金,"31,285,394","7,943",22.75,22.90,22.55,22.70,-,0.05,22.70,22.75
