排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2609,陽明,"650,922,348","269,676",150.00,162.50,148.50,158.50,+,9.00,158.50,159.00
2,2610,華航,"603,963,845","158,511",19.40,21.25,19.35,21.15,+,1.80,21.10,21.15
3,2618,長榮航,"470,634,571","120,173",20.10,22.10,20.10,22.10,+,2.00,22.10,0.00
4,3481,群創,"332,241,709","74,904",20.75,21.05,20.35,20.75,+,0.15,20.70,20.75
5,2409,友達,"289,207,523","60,735",22.70,23.30,22.60,23.10,+,0.60,23.05,23.10
6,00632R,元大台灣50反1,"213,179,172","11,049",5.71,5.78,5.69,5.75,+,0.10,5.75,5.76
7,6116,彩晶,"188,023,265","50,251",22.05,23.00,22.05,22.40,+,0.10,22.35,22.40
8,2208,台船,"175,543,107","63,153",28.65,31.10,28.60,31.10,+,2.80,31.10,0.00
9,2603,長榮,"151,590,788","86,632",139.00,153.50,139.00,152.00,+,12.00,152.00,152.50
10,2002,中鋼,"147,587,971","57,248",35.00,35.20,34.00,34.30,-,0.70,34.30,34.35
11,2303,聯電,"122,927,917","49,607",51.60,52.00,51.00,51.20,-,1.00,51.20,51.30
12,2615,萬海,"111,866,578","50,497",228.00,249.00,226.50,249.00,+,22.50,249.00,0.00
13,2014,中鴻,"100,105,326","48,630",48.90,49.80,47.00,47.00,-,3.00,47.00,47.05
14,2883,開發金,"86,875,063","13,079",12.15,12.30,12.10,12.15,-,0.10,12.15,12.20
15,2344,華邦電,"85,180,393","33,554",34.10,34.20,33.05,33.10,-,1.45,33.05,33.10
16,2888,新光金,"82,869,199","15,061",9.50,9.50,9.31,9.34,-,0.21,9.34,9.35
17,1455,集盛,"79,592,367","29,026",25.90,27.45,24.70,24.70,-,1.70,24.70,24.75
18,3017,奇鋐,"73,104,765","40,598",76.70,82.80,74.80,82.00,+,4.80,81.90,82.00
19,1314,中石化,"64,668,088","15,011",12.95,13.00,12.50,12.80,-,0.35,12.80,12.85
20,2882,國泰金,"60,737,704","21,291",52.90,52.90,51.50,52.00,-,1.60,52.00,52.10
