排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2610,華航,"163,507,517","41,415",26.80,27.30,26.15,26.35,-,0.65,26.35,26.40
2,2603,長榮,"137,203,986","65,012",139.50,142.00,135.00,136.50,-,4.00,136.00,136.50
3,00632R,元大台灣50反1,"129,531,890","4,534",5.16,5.18,5.11,5.11,-,0.03,5.11,5.12
4,2614,東森,"120,898,857","51,276",39.20,41.35,38.60,41.35,+,3.75,41.35,0.00
5,2409,友達,"99,005,855","21,053",21.80,22.70,21.65,22.50,+,0.65,22.50,22.55
6,2303,聯電,"96,153,356","41,817",62.00,62.50,61.80,62.10,-,0.50,62.10,62.20
7,3481,群創,"84,416,210","17,979",18.65,19.15,18.50,19.05,+,0.40,19.05,19.10
8,2618,長榮航,"79,168,219","26,397",26.90,27.20,26.20,26.25,-,0.75,26.25,26.30
9,2358,廷鑫,"77,391,696","26,543",27.05,28.50,25.40,26.00,-,2.20,26.00,26.05
10,3714,富采,"72,682,742","45,172",88.60,95.30,87.50,94.20,+,5.10,94.10,94.20
11,2888,新光金,"59,238,623","7,845",11.00,11.05,10.90,10.95,+,0.05,10.90,10.95
12,9919,康那香,"55,040,982","28,039",32.80,34.35,32.05,34.35,+,3.10,34.35,0.00
13,2834,臺企銀,"51,425,399","9,708",10.05,10.20,10.00,10.20,+,0.20,10.15,10.20
14,2609,陽明,"47,052,376","26,136",111.50,114.50,109.00,111.50,-,2.00,111.50,112.00
15,00900,富邦特選高股息30,"44,525,269","18,288",15.07,15.12,15.02,15.09,-,0.06,15.08,15.09
16,3035,智原,"42,723,705","25,818",197.00,218.50,195.50,207.00,+,8.00,207.00,207.50
17,2330,台積電,"39,286,754","33,453",628.00,645.00,627.00,643.00,+,9.00,642.00,643.00
18,00637L,元大滬深300正2,"38,849,035","6,155",21.10,21.20,20.59,21.10,-,0.01,21.10,21.11
19,2498,宏達電,"36,196,522","18,727",76.90,79.70,76.00,79.60,+,1.60,79.50,79.60
20,2317,鴻海,"34,836,774","20,396",106.00,106.50,104.00,104.50,-,2.00,104.50,105.00
