排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2014,中鴻,"511,594,138","205,038",56.00,60.90,55.70,59.50,+,3.80,59.50,59.60
2,2027,大成鋼,"449,999,812","154,356",54.40,57.90,53.80,57.90,+,5.20,57.90,0.00
3,2002,中鋼,"415,486,720","135,988",37.65,38.80,37.10,37.75,+,0.30,37.70,37.75
4,2615,萬海,"280,229,178","166,990",314.50,323.00,290.00,292.00,-,8.00,292.00,292.50
5,3481,群創,"243,080,437","63,281",21.45,21.45,20.50,20.50,-,0.85,20.50,20.55
6,2409,友達,"203,162,143","58,615",23.60,23.65,22.45,22.45,-,1.05,22.45,22.50
7,1605,華新,"202,704,000","78,775",29.10,30.85,28.85,29.25,+,0.80,29.25,29.30
8,2607,榮運,"171,953,033","69,119",45.85,45.85,42.80,45.10,+,3.40,45.10,45.15
9,2606,裕民,"151,755,300","83,720",87.30,90.60,82.30,83.00,-,2.00,83.00,83.10
10,2637,慧洋-KY,"150,708,103","77,536",108.00,112.00,100.00,100.50,-,6.50,100.50,101.00
11,2603,長榮,"149,511,580","102,292",180.00,185.00,170.00,179.50,+,3.50,179.00,179.50
12,2610,華航,"142,206,149","44,094",19.45,19.50,18.90,19.00,-,0.50,19.00,19.05
13,2618,長榮航,"127,926,616","41,871",20.65,20.70,19.95,20.05,-,0.80,20.05,20.10
14,2023,燁輝,"123,866,124","33,353",30.25,30.25,29.50,30.25,+,2.75,30.25,0.00
15,6116,彩晶,"119,311,003","34,280",23.15,23.20,22.00,22.00,-,1.00,22.00,22.05
16,2303,聯電,"105,346,515","36,358",53.30,53.70,52.90,53.00,+,0.40,52.90,53.00
17,2609,陽明,"104,157,817","74,716",171.00,173.00,160.00,166.00,,0.00,166.00,166.50
18,2601,益航,"101,902,771","52,437",26.05,26.50,24.70,25.65,+,0.45,25.60,25.65
19,1608,華榮,"92,092,519","28,091",31.85,32.85,30.55,32.85,+,2.95,32.85,0.00
20,00632R,元大台灣50反1,"91,945,743","4,774",5.54,5.60,5.54,5.58,+,0.01,5.57,5.58
